sofifa_id,nationality_name,international_reputation,nation_jersey_number
246755,Mexico,1,
246771,Uruguay,1,
246885,Argentina,1,
246928,Spain,1,
246947,Côte d'Ivoire,1,
247072,United Arab Emirates,1,
247106,Argentina,1,
247148,Argentina,1,
247156,Argentina,1,
247185,Croatia,1,
247279,Scotland,1,9.0
247361,United States,1,15.0
247412,France,1,
247458,Spain,1,
247671,United Arab Emirates,1,
247723,Russia,1,
247870,Russia,1,
247972,Romania,1,19.0
248021,Romania,1,
248053,Paraguay,1,
248060,Romania,1,
248091,Romania,1,
248297,Morocco,1,
248698,Ukraine,1,
248775,France,1,
250807,Turkey,1,
250858,Senegal,1,
250997,Spain,1,
251138,Argentina,1,
251287,Germany,1,
251377,Uruguay,1,
251401,France,1,
251429,Germany,1,
251438,Portugal,1,
251511,Algeria,1,
251530,Portugal,1,
251613,Argentina,1,
251763,Serbia,1,
251873,Austria,1,24.0
252001,England,1,
252037,Portugal,1,
252139,Portugal,1,
252146,Spain,1,
252208,Turkey,1,
252239,Argentina,1,
252541,France,1,
252711,Tunisia,1,
252974,Australia,1,
253218,Paraguay,1,
253251,Paraguay,1,
253275,Uruguay,1,
253278,Uruguay,1,
253283,Uruguay,1,
253294,Uruguay,1,
253321,Ecuador,1,
253322,Ecuador,1,
253376,Netherlands,1,
253619,Peru,1,
253718,Uruguay,1,
253890,Ecuador,1,
253929,Venezuela,1,
254028,Ecuador,1,
254229,Ecuador,1,
254714,Paraguay,1,
254894,Brazil,1,
254910,Japan,1,
254928,Croatia,1,
255001,Italy,1,
255268,Spain,1,
255353,Israel,1,
255409,Slovakia,1,
255487,Algeria,1,
255578,Brazil,1,
255963,Paraguay,1,
256197,Ecuador,1,
256268,Albania,1,
256343,Brazil,1,
256675,Egypt,1,
257208,Belgium,1,
257234,France,1,
257271,France,1,
257293,South Africa,1,
258027,Croatia,1,
258090,Argentina,1,
258128,Argentina,1,
258332,Czech Republic,1,
258333,Czech Republic,1,
258334,Slovakia,1,
258433,Belgium,1,
258478,Kazakhstan,1,
258608,Ghana,1,
258685,Congo DR,1,
258881,Nigeria,1,
258942,Romania,1,
259047,Czech Republic,1,
259345,Morocco,1,
259675,Turkey,1,
259681,Spain,1,
259788,Argentina,1,
259868,Senegal,1,
259962,Argentina,1,
260136,Paraguay,1,
260407,France,1,
261050,Portugal,1,
261082,Argentina,1,
261307,Serbia,1,
262081,Spain,1,
262430,Portugal,1,
262435,Brazil,1,
263377,Israel,1,
264335,Czech Republic,1,
18115,Portugal,1,
48745,Argentina,2,
49674,Belgium,2,
108061,Switzerland,1,
115909,Spain,2,
138798,Argentina,2,
139668,Italy,2,
140498,Scotland,1,
142616,Argentina,1,
147846,Romania,1,
149064,Italy,2,
149309,Italy,1,
152536,England,1,
152814,Brazil,1,
153066,Argentina,1,
157515,Mexico,1,
162900,Australia,1,
163619,Republic of Ireland,1,
164470,Spain,1,
164471,Spain,1,
164505,United States,2,
164559,United States,1,
165735,Australia,1,
167931,Republic of Ireland,1,
171574,Spain,1,
173040,France,1,
173130,Italy,1,
173450,Australia,1,
173671,England,1,
176062,United States,2,
176389,Korea Republic,2,
176542,Colombia,1,
176841,England,1,
177129,Poland,1,
177279,Norway,1,
177571,Belgium,1,
179731,Mexico,1,
179899,Iceland,1,23.0
180174,Germany,1,
180337,Belgium,1,
180409,Turkey,1,
181971,China PR,1,
182091,New Zealand,1,16.0
182862,Uruguay,1,
183220,Czech Republic,1,
183339,Norway,1,
183449,Wales,1,
183453,Congo,2,
183475,Norway,1,
183567,Netherlands,1,
183578,Germany,1,
183706,England,1,
183743,Mexico,1,
183973,France,1,
184084,France,1,
184167,Luxembourg,1,
184338,Italy,1,
184469,Republic of Ireland,1,
184624,Scotland,1,
184781,Serbia,1,
184890,Argentina,1,
184990,Spain,1,
185260,Turkey,1,
185405,Slovakia,1,
186139,England,1,
186267,Norway,1,
186452,Netherlands,2,
186553,Argentina,1,
186562,Northern Ireland,1,21.0
186783,Ghana,1,
186982,Netherlands,1,
187013,Mexico,1,
187157,England,1,
188058,Ukraine,1,
188094,Scotland,1,
188168,England,1,
188271,Togo,1,
188397,France,1,
188538,France,1,
188607,Mexico,1,
188768,Côte d'Ivoire,1,
188916,Iceland,1,
189003,France,1,
189167,Iceland,1,17.0
189207,Sweden,2,
189234,Germany,1,
189263,Turkey,1,
189514,Ghana,1,
189530,Portugal,1,
189619,England,1,
189701,Spain,1,
189715,Netherlands,1,
189824,Brazil,1,
190311,Montserrat,1,
190491,Norway,2,27.0
190557,United States,1,
190592,Austria,1,
190772,United States,1,
190979,Norway,1,
191252,Germany,1,
191655,Korea Republic,2,
192071,Italy,1,
192320,England,1,
192370,Argentina,1,
192660,Germany,1,
192715,Spain,1,
193027,Bolivia,1,
193092,New Zealand,1,11.0
193425,Germany,1,
193429,Brazil,1,
193561,Suriname,1,
193569,England,1,
193602,Argentina,1,
193728,Canada,1,7.0
193900,England,1,
193945,Turkey,1,
194015,Germany,1,
194082,Portugal,1,
194361,Japan,1,
194726,Denmark,1,
194885,Argentina,1,
194945,Hungary,1,17.0
194956,Portugal,1,
195313,France,1,
195838,Brazil,1,
196857,Peru,1,
196881,Venezuela,1,
197062,Portugal,1,
197238,Senegal,1,
197240,Sweden,1,
197376,Germany,1,
197851,Japan,1,
197860,Portugal,1,
197975,Egypt,1,
198046,Poland,1,
198113,Germany,2,
198150,Spain,1,
198261,United States,1,13.0
198437,Wales,1,
198489,Republic of Ireland,1,11.0
198538,Denmark,1,
198625,Scotland,1,
198632,Mexico,1,
198635,Brazil,1,
198641,Denmark,1,
198731,Kosovo,1,
198749,United States,1,
198914,Germany,1,
199051,Portugal,1,
199101,Spain,1,
199159,Australia,1,
199266,Korea Republic,2,
199283,Albania,1,
199285,Croatia,1,
199574,France,2,
199665,Belgium,1,
199748,Denmark,1,
199761,Poland,1,
200228,Spain,1,
200424,Netherlands,1,
200425,Netherlands,1,
200433,Austria,2,
200473,Germany,1,
201013,Poland,2,
201243,Italy,1,
201438,Belgium,1,
201707,Hungary,1,5.0
201841,Belgium,1,
201890,Brazil,1,
201895,Uruguay,1,
201938,Belgium,1,
201965,Sweden,1,
201966,Norway,1,
201967,Norway,1,
202056,Ecuador,1,
202113,England,1,
202157,Australia,1,16.0
202170,New Zealand,1,5.0
202208,Australia,1,
202271,Germany,1,
202350,Brazil,1,
202535,Austria,1,
202693,England,1,
202771,England,1,
202778,Turkey,1,
202799,England,1,
202827,Italy,1,
202910,North Macedonia,1,
202978,Korea Republic,1,
203002,Korea Republic,1,
203004,Korea Republic,1,
203026,Croatia,1,
203137,Sweden,1,
203139,England,1,
203224,Australia,1,
203398,Republic of Ireland,1,
203423,Australia,1,12.0
203544,Germany,1,
203699,France,1,
203780,Albania,1,
203979,Germany,1,
204043,Austria,1,
204084,Spain,1,
204102,Morocco,1,
204276,Israel,1,
204350,North Macedonia,1,
204652,Mexico,1,
204677,Spain,1,
204761,England,1,
204763,Germany,1,
204846,England,1,
204847,England,1,
204895,France,1,
204956,Brazil,1,
205089,Italy,1,
205188,Morocco,1,
205210,Sweden,1,
205243,Mali,1,
205347,Australia,1,
205351,England,1,
205386,Belgium,1,
205559,Mali,1,
205584,England,1,
205588,Germany,1,
205618,Netherlands,1,
205630,Argentina,1,
205759,North Macedonia,1,
205857,South Africa,1,
206065,Croatia,1,
206083,England,1,
206167,Bosnia and Herzegovina,1,
206269,Luxembourg,1,
206272,Romania,1,
206317,Israel,1,
206485,France,1,
206601,Italy,1,
207622,Norway,1,
207916,Denmark,1,
207954,Germany,1,
208005,Guinea Bissau,1,
208024,Scotland,1,
208158,Argentina,1,
208422,Belgium,1,
208437,Sweden,1,
208455,Korea Republic,1,
208480,Chinese Taipei,1,
208597,Iceland,1,6.0
208806,Wales,1,
209232,Slovakia,1,
209304,France,1,
209333,Wales,1,
209359,Australia,1,
209423,France,1,
209701,Netherlands,1,
209711,Denmark,1,
209758,United States,1,
209800,Mexico,1,
209984,Nigeria,1,
209997,Austria,2,
210380,Greece,1,
210404,France,1,
210434,Morocco,1,
210484,Austria,1,
210521,Albania,1,
210583,Germany,1,
210646,Denmark,1,
210688,Norway,1,
210723,Germany,1,
210724,Scotland,1,
210739,Denmark,1,
211240,Algeria,1,
211270,Montenegro,1,
211299,Netherlands,1,
211323,Spain,1,
211325,Italy,1,
211363,Wales,1,5.0
211398,France,1,
211595,England,1,
211745,Germany,1,
211746,Germany,1,
211783,Brazil,1,
211872,Germany,1,
211982,Germany,1,
212048,Romania,1,
212231,Portugal,1,
212439,Korea Republic,1,
212592,United States,1,
212613,France,1,
212735,France,1,
212747,Argentina,1,
212790,Senegal,1,
212830,Australia,1,11.0
212939,France,1,
213010,Spain,1,
213030,France,1,
213102,Brazil,1,
213189,Korea Republic,1,
213228,Ghana,1,
213325,Uruguay,1,
213433,Argentina,1,
213445,Mexico,1,
213693,England,1,
213694,Curacao,1,
213699,England,1,
213905,England,1,
213948,United States,1,
214038,Colombia,1,
214193,Colombia,1,
214194,Colombia,1,
214208,Colombia,1,
214323,Colombia,1,
214326,Chile,1,
214343,Colombia,1,
214358,Colombia,1,
214386,Colombia,1,
214567,Colombia,1,
214603,Colombia,1,
214606,Colombia,1,
214658,Sweden,1,
214718,Chile,1,
214727,Mexico,1,
214730,Chile,1,
214784,Argentina,1,
214906,Wales,1,
215066,Argentina,1,
215067,Colombia,1,
215074,Argentina,1,
215168,Argentina,1,
215177,Argentina,1,
215266,Argentina,1,
215358,Argentina,1,
215370,Austria,1,
215374,Republic of Ireland,1,
215412,Australia,1,13.0
215480,Montenegro,1,
215487,Sweden,1,
215570,Republic of Ireland,1,
215735,Brazil,1,
215750,Paraguay,1,
215927,Belgium,1,
215938,Denmark,1,
215969,France,1,
216055,Argentina,1,
216105,Belgium,1,
216155,England,1,
216260,Germany,1,
216376,Spain,1,
216580,Brazil,1,
216633,Iceland,1,12.0
217054,Panama,1,
217061,Panama,1,
217167,Mexico,1,
217217,El Salvador,1,
217646,Japan,1,
218013,Niger,1,
218298,Benin,1,
218343,Wales,1,
218353,Gabon,1,
218471,Korea Republic,1,
218623,Portugal,1,
218743,Colombia,1,
218747,Chile,1,
219461,United States,1,
219510,Ghana,1,
219553,Argentina,1,
219594,Italy,1,
219670,Argentina,1,
219918,Argentina,1,
219979,Portugal,1,
219988,Uruguay,1,
219990,Norway,1,
220045,England,1,
220230,Poland,1,
220386,Spain,1,
220395,Spain,1,
220429,Argentina,1,
220479,Denmark,1,
220521,Romania,1,
220638,Spain,1,
220685,Brazil,1,
220821,Sweden,1,
220847,Belgium,1,
220895,Saudi Arabia,1,
220915,Italy,1,
221281,Scotland,1,
221434,Mexico,1,
221452,Spain,1,
221467,Korea Republic,1,
221552,Norway,1,
221767,Korea Republic,1,
221793,Ghana,1,
221855,China PR,1,
222079,England,1,
222154,Chile,1,
222165,Sweden,1,
222225,Bulgaria,1,
222240,China PR,1,
222273,China PR,1,
222286,France,1,
222382,Mexico,1,
222573,Colombia,1,
222692,Germany,1,
222697,Korea Republic,1,
222881,Brazil,1,
222900,Suriname,1,
223030,Turkey,1,
223074,Romania,1,11.0
223122,Turkey,1,
223137,Italy,1,
223147,Germany,1,
223175,Turkey,1,
223223,France,1,
223240,Argentina,1,
223283,Senegal,1,
223358,Brazil,1,
223402,Turkey,1,
223581,Uruguay,1,
223676,Austria,1,
223709,Turkey,1,
223734,Paraguay,1,
223793,Bosnia and Herzegovina,1,
223962,Netherlands,1,
224045,Spain,1,
224049,Argentina,1,
224137,Argentina,1,
224201,Uruguay,1,
224213,Nigeria,1,
224315,Italy,1,
224330,Argentina,1,
224336,Poland,1,
224344,Chile,1,
224424,Germany,1,
224489,Turkey,1,
224648,China PR,1,
224794,Brazil,1,
224890,Portugal,1,
224975,Brazil,1,
225203,Scotland,1,12.0
225206,Germany,1,
225273,Denmark,1,
225310,England,1,
225316,Scotland,1,24.0
225441,Jamaica,1,
225533,Côte d'Ivoire,1,
225572,Colombia,1,
225692,Germany,1,
225812,Colombia,1,
225853,Madagascar,1,
225877,Paraguay,1,
225915,Argentina,1,
225931,Denmark,1,
226108,Italy,1,
226157,Spain,1,
226167,Germany,1,
226203,Trinidad and Tobago,1,
226273,United States,1,
226434,Uruguay,1,
226668,Argentina,1,
226793,United States,1,
226803,United States,1,
227511,Germany,1,
227513,Colombia,1,
227622,Netherlands,1,
227732,Greece,1,
227788,Korea Republic,1,
227806,England,1,
227835,Sweden,1,
227921,Iran,1,
227995,England,1,
228174,United States,1,
228205,South Africa,1,
228456,Spain,1,
228589,Portugal,1,
228600,Spain,1,
228699,Belgium,1,
229064,Senegal,1,
229209,Argentina,1,
229271,Germany,1,
229286,Germany,1,
229294,Russia,1,
229436,Denmark,1,
229466,Paraguay,1,
229574,Italy,1,
229594,Croatia,1,
229818,Austria,1,
229831,Mexico,1,
229889,Congo DR,1,
229905,Turkey,1,
229923,Germany,1,
229949,Brazil,1,
230027,Portugal,1,
230092,Brazil,1,
230164,Brazil,1,
230178,Brazil,1,
230196,Brazil,1,
230205,Brazil,1,
230226,Brazil,1,
230253,Brazil,1,
230314,Brazil,1,
230334,Brazil,1,
230356,Brazil,1,
230376,Brazil,1,
230378,Brazil,1,
230386,Brazil,1,
230396,Brazil,1,
230439,Brazil,1,
230473,Brazil,1,
230489,Brazil,1,
230490,Brazil,1,
230506,Brazil,1,
230520,Brazil,1,
230526,Brazil,1,
230713,Saudi Arabia,1,
230747,Brazil,1,
230774,England,1,
230817,Equatorial Guinea,1,
230824,Portugal,1,
230871,Argentina,1,
230912,Italy,1,
230991,United States,1,
231110,Germany,1,
231137,Slovenia,1,
231301,Bolivia,1,
231320,Spain,1,
231413,Netherlands,1,
231428,Italy,1,
231489,Guinea,1,
231507,Argentina,1,
231614,Germany,1,
231638,Venezuela,1,
231743,England,1,
231823,Netherlands,1,
231828,Denmark,1,
231841,France,1,
231910,Korea Republic,1,
232107,Germany,1,
232136,Congo,1,
232162,Australia,1,
232189,Chile,1,
232192,Luxembourg,1,
232195,Colombia,1,
232228,Brazil,1,
232452,Japan,1,
232462,Japan,1,
232623,Japan,1,
232626,Korea Republic,1,
232699,Argentina,1,
232711,Denmark,1,
232713,Argentina,1,
232728,Japan,1,
232770,Argentina,1,
232786,Japan,1,
232823,Japan,1,
232826,Argentina,1,
232832,Argentina,1,
232839,Switzerland,1,
232849,Japan,1,
232852,Japan,1,
232861,Japan,1,
232879,Japan,1,
232894,Japan,1,
232900,Austria,1,
232919,Japan,1,
232985,Japan,1,
232991,Japan,1,
233090,Argentina,1,
233125,Germany,1,
233140,Japan,1,
233146,Japan,1,
233366,France,1,
233400,Norway,1,
233472,Nigeria,1,
233520,Turkey,1,
233591,Spain,1,
233785,Germany,1,
233790,Brazil,1,
233825,Argentina,1,
233871,Brazil,1,
233960,Germany,1,
233975,Brazil,1,
234002,Brazil,1,
234017,Brazil,1,
234020,Brazil,1,
234108,Argentina,1,
234172,Hungary,1,
234383,Germany,1,
234627,Brazil,1,
234660,Brazil,1,
234679,Netherlands,1,
234688,Switzerland,1,
234716,Ghana,1,
234717,Chile,1,
234781,Spain,1,
234894,Norway,1,
234901,Germany,1,
234916,Ghana,1,
234924,France,1,
234945,Germany,1,
234949,Portugal,1,
234972,Senegal,1,
234987,Greece,1,15.0
235028,Scotland,1,
235089,Japan,1,
235151,Japan,1,
235279,Morocco,1,
235507,Equatorial Guinea,1,
235511,Paraguay,1,
235536,Mexico,1,
235629,Belgium,1,
235673,Austria,1,
235799,France,1,
235827,Argentina,1,
235840,Italy,1,
235890,Morocco,1,
235925,Argentina,1,
235999,Colombia,1,
236072,Brazil,1,
236255,Brazil,1,
236260,Peru,1,
236265,Peru,1,
236304,Spain,1,
236405,Spain,1,
236474,Sierra Leone,1,
236533,Germany,1,
236599,England,1,
236613,Germany,1,
236673,Portugal,1,
236744,Bolivia,1,
236752,Côte d'Ivoire,1,
236838,Italy,1,
236924,Portugal,1,
236938,England,1,
236944,Mali,1,
236993,United States,1,
236997,Spain,1,
237005,Australia,1,
237075,United States,1,
237077,Cameroon,1,
237152,Sweden,1,
237179,Senegal,1,
237214,Ghana,1,
237331,Belgium,1,
237339,Japan,1,
237340,Brazil,1,
237424,Korea Republic,1,
237461,Paraguay,1,
237580,Japan,1,
237582,Japan,1,
237640,Switzerland,1,
237745,Japan,1,
237754,Japan,1,
237895,Netherlands,1,
237936,Norway,1,
238137,Japan,1,
238223,South Africa,1,
238319,England,1,
238460,England,1,
238497,Switzerland,1,
238503,Germany,1,
238505,Scotland,1,
238559,Germany,1,
238647,Germany,1,
238674,Germany,1,
238756,Norway,1,
238839,England,1,
238862,Brazil,1,
239028,Belgium,1,
239041,Brazil,1,
239043,France,1,
239099,Germany,1,
239170,Denmark,1,
239211,Congo,1,
239271,Greece,1,
239303,Gambia,1,
239323,Germany,1,
239393,Austria,1,
239431,South Africa,1,
239438,Zimbabwe,1,
239439,Poland,1,
239571,Germany,1,
239608,Spain,1,
239641,Guinea Bissau,1,
239717,Ukraine,1,
239807,Italy,1,
239814,France,1,
239846,Greece,1,
240057,France,1,
240168,Uruguay,1,
240241,Switzerland,1,
240409,Greece,1,
240439,Scotland,1,
240526,Morocco,1,
240561,Greece,1,
240743,Argentina,1,
240801,Paraguay,1,
241032,Mali,1,
241073,Moldova,1,
241150,Germany,1,
241168,Georgia,1,
241176,Argentina,1,
241273,Argentina,1,
241419,England,1,
241467,Argentina,1,
241489,Spain,1,
241498,Ecuador,1,
241585,Brazil,1,
241651,Sweden,1,
241670,Croatia,1,
241728,Serbia,1,
241746,Tunisia,1,
241783,United States,1,
241811,Spain,1,
241850,Argentina,1,
241927,Argentina,1,
241931,Argentina,1,
242002,Argentina,1,
242036,Serbia,1,
242041,Tunisia,1,
242081,Argentina,1,
242084,Brazil,1,
242088,Japan,1,
242166,Tunisia,1,
242217,Congo DR,1,
242249,Argentina,1,
242342,Argentina,1,
242351,Thailand,1,
242389,Portugal,1,
242412,Bosnia and Herzegovina,1,
242426,Colombia,1,
242458,Ukraine,1,20.0
242489,Spain,1,
242527,Germany,1,
242554,United States,1,
242714,United States,1,
242752,England,1,
242768,Georgia,1,
242974,Germany,1,
242995,Costa Rica,1,
243032,Spain,1,
243170,Argentina,1,
243253,Colombia,1,
243378,Germany,1,
243390,England,1,
243392,Wales,1,
243449,France,1,
243477,Argentina,1,
243544,Panama,1,
243591,Brazil,1,
243608,England,1,
243657,England,1,
243675,Netherlands,1,
243778,Germany,1,
243793,Brazil,1,
243806,Algeria,1,
243867,Guinea,1,
243894,Switzerland,1,
243918,Portugal,1,
244110,Spain,1,
244176,Germany,1,
244213,Spain,1,
244264,Bosnia and Herzegovina,1,
244309,Malta,1,
244381,Ukraine,1,
244407,Spain,1,
244491,Austria,1,
244560,Mexico,1,
244602,Belgium,1,
244656,Japan,1,
244667,Spain,1,
244840,Germany,1,
244884,Argentina,1,
244932,Mexico,1,
245084,Belgium,1,
245148,Argentina,1,
245157,Spain,1,
245293,Brazil,1,
245341,United States,1,
245347,Germany,1,
245520,Spain,1,
245586,Spain,1,
245715,England,1,
245762,Turkey,1,
245768,Wales,1,
245840,Japan,1,
245894,Spain,1,
245900,England,1,
246013,Peru,1,
246044,Spain,1,
246055,Ecuador,1,
246139,Spain,1,
246182,Czech Republic,1,
246192,Montenegro,1,
246335,Argentina,1,
246387,Uruguay,1,
246443,Japan,1,
246459,Denmark,1,
246471,Argentina,1,
246617,Spain,1,
246657,Spain,1,
246688,Saudi Arabia,1,
246918,Spain,1,
246946,Mali,1,
246949,Spain,1,
247031,United States,1,
247050,Czech Republic,1,
247076,Uruguay,1,
247188,Spain,1,
247203,Czech Republic,1,
247623,England,1,
247678,United States,1,
247933,Colombia,1,
247968,Romania,1,
248075,Romania,1,
248095,Montenegro,1,
248113,Romania,1,
248117,Romania,1,
248205,Russia,1,
248209,Russia,1,
248564,Morocco,1,
248777,France,1,
248808,Scotland,1,
248878,Germany,1,
250723,France,1,
250805,Netherlands,1,
250818,Brazil,1,
250835,Cameroon,1,
250883,France,1,
250902,Turkey,1,
251196,South Africa,1,
251243,Germany,1,
251326,Spain,1,
251342,Austria,1,
251348,Argentina,1,
251380,France,1,
251387,Costa Rica,1,
251392,Germany,1,
251421,Wales,1,
251585,Cameroon,1,
251604,Germany,1,
252014,Uganda,1,
252060,Italy,1,
252074,Uruguay,1,
252095,Brazil,1,
252108,Belgium,1,
252150,Brazil,1,
252240,United States,1,
252270,France,1,
252317,Austria,1,
252397,Brazil,1,
252551,Serbia,1,
252580,Nigeria,1,
252830,Brazil,1,
252873,Panama,1,
252903,Japan,1,
252930,Spain,1,
252937,France,1,
252943,Spain,1,
253030,Argentina,1,
253061,Uruguay,1,
253077,Hungary,1,18.0
253139,Argentina,1,
253213,Greece,1,
253234,Uruguay,1,
253281,Uruguay,1,
253377,Mexico,1,
253602,Peru,1,
253951,Argentina,1,
254310,Spain,1,
254659,Algeria,1,
254814,Korea Republic,1,
254822,Croatia,1,
254840,Serbia,1,
254895,Algeria,1,
255169,Paraguay,1,
255233,Slovakia,1,
255256,Argentina,1,
255450,France,1,
255529,Mali,1,
255566,Portugal,1,
255654,France,1,
255699,Slovakia,1,
255736,Slovenia,1,
255742,Japan,1,
255943,Kosovo,1,
256158,Uruguay,1,
256674,Germany,1,
256692,Senegal,1,
256780,Germany,1,
257170,Ukraine,1,
257191,Germany,1,
257278,Belgium,1,
257307,Germany,1,
257414,Senegal,1,
257558,Spain,1,
257784,Mexico,1,
257827,Czech Republic,1,
257868,Mexico,1,
257980,Switzerland,1,
258271,Spain,1,
258287,Belarus,1,
258350,Brazil,1,
258432,France,1,
258563,Brazil,1,
258590,Hungary,1,19.0
258632,Serbia,1,
258698,Portugal,1,
258775,Croatia,1,
258898,Turkey,1,
258908,Netherlands,1,
258949,Spain,1,
259119,Guinea,1,
259191,Jordan,1,
259295,Uruguay,1,
259586,Belgium,1,
259751,United States,1,
259786,Argentina,1,
259789,Argentina,1,
260020,Belgium,1,
260040,Venezuela,1,
260178,Spain,1,
260248,Serbia,1,
260599,Argentina,1,
260644,Brazil,1,
260720,Brazil,1,
261143,Croatia,1,
261145,Croatia,1,
261306,Mali,1,
261478,Greece,1,9.0
261579,Russia,1,27.0
262262,Netherlands,1,
262394,Netherlands,1,
262413,Spain,1,
262417,Portugal,1,
262579,Croatia,1,
262869,Portugal,1,
262908,Brazil,1,
262925,Algeria,1,
263291,Russia,1,
264465,Moldova,1,
49486,Nigeria,1,
50542,England,2,
53110,Scotland,1,1.0
54033,England,2,
121134,Germany,1,
136686,Korea Republic,2,
145996,Spain,1,
148696,Norway,1,
150106,Greece,2,
155524,England,1,
155671,Poland,1,
156221,Romania,1,
157305,Sweden,1,
157528,Germany,1,
158984,Argentina,1,
161703,Argentina,1,
163616,England,1,
165889,Korea Republic,2,
166097,Turkey,1,
166114,Turkey,1,
167159,Norway,1,
167812,Turkey,1,
168965,France,2,
169181,Netherlands,2,
169317,Norway,1,
169404,Bosnia and Herzegovina,1,
169575,England,1,
169600,England,1,
169708,England,1,
169710,Scotland,1,
172317,Spain,1,
172418,Turkey,1,
172649,Belgium,1,
172904,England,1,
173533,England,1,
174381,Paraguay,1,
175092,Honduras,2,
175393,Bolivia,1,
175589,China PR,1,
176007,Congo DR,1,
176094,Poland,2,
176403,Korea Republic,2,
176687,Germany,2,
176717,Sweden,1,
177320,Mexico,1,
177373,Denmark,1,
177482,France,1,
177766,Cameroon,1,
178417,Scotland,1,
178584,Republic of Ireland,1,
178600,Turkey,1,
178616,Spain,1,
179633,Denmark,1,
179665,Republic of Ireland,1,
179811,Belgium,1,
179931,France,1,
180255,Belgium,1,
181436,France,1,
181558,France,1,
182047,China PR,1,
182409,China PR,1,
182743,Germany,1,
183377,Norway,1,
183442,England,1,
183490,Germany,1,
183712,Germany,1,
183795,Austria,1,
183819,Venezuela,1,
183871,Germany,2,
183940,Curacao,2,
184139,Portugal,1,
184301,England,1,
184630,England,1,
184845,Brazil,1,
184900,Korea Republic,1,
184913,Belgium,1,
186101,Norway,1,
186449,Scotland,1,
186578,Wales,1,
186655,Peru,1,
186941,Germany,1,
186954,Nigeria,2,
186998,United States,1,
187208,Mexico,1,
188128,Spain,1,
188196,Argentina,1,
188278,Australia,1,
188336,Italy,1,
188601,France,1,
188657,England,1,
188727,France,1,
188930,Spain,1,
189077,Turkey,1,
189110,Scotland,1,
189120,Switzerland,1,
189272,Germany,1,
189558,Poland,1,
189586,Venezuela,1,
189958,Spain,1,
190139,Brazil,1,
190196,Senegal,1,
190471,South Africa,1,
190560,United States,1,
190636,Mexico,1,
190671,Germany,1,
190939,India,1,
190942,Denmark,1,
190981,Norway,1,
191294,Brazil,1,
191378,Japan,1,
191443,Argentina,1,
191547,Japan,1,
191566,Korea Republic,1,
191572,China PR,1,21.0
191625,Brazil,1,
192020,Mexico,1,
192201,Sweden,1,
192319,England,1,
192559,Germany,1,
192658,Germany,1,
192695,England,1,
193001,France,1,
193250,Croatia,1,
193359,Venezuela,1,
193475,Senegal,1,
193679,Portugal,1,
193716,Scotland,1,
194089,Germany,1,
194150,England,1,
194163,Finland,1,22.0
194198,France,1,
194319,England,1,
194329,Spain,1,
194431,Denmark,1,
194873,Russia,1,
195912,Korea Republic,2,
197604,Costa Rica,1,
197681,Congo DR,1,
197928,England,1,
198024,Norway,1,
198133,Curacao,1,
198147,Netherlands,1,
198156,Argentina,1,
198220,Morocco,1,
198288,Iran,1,
198377,Scotland,1,
198479,Finland,1,2.0
198517,Côte d'Ivoire,1,
198560,Spain,1,
198642,Norway,1,
198688,Guinea,1,
198810,Australia,1,5.0
198849,Greece,1,
199384,Austria,1,
199526,Hungary,1,
199584,Netherlands,1,
199601,Turkey,1,
199674,Portugal,1,
199683,Turkey,1,
199721,France,1,
199769,Austria,1,
199812,England,1,
199917,England,1,
200059,Belgium,1,
200105,Netherlands,1,
200168,Belgium,1,
200235,Suriname,1,
200395,Uruguay,1,
200440,Wales,1,
200521,England,1,
200700,Kazakhstan,1,
200741,China PR,1,6.0
200818,Brazil,1,
200820,England,1,
200841,England,1,
200954,Germany,1,
201025,France,1,
201083,Poland,1,
201103,Brazil,1,
201163,Czech Republic,1,
201186,Portugal,1,
201271,Denmark,1,
201301,Denmark,1,
201514,Congo DR,1,
201681,Colombia,1,
201815,Germany,1,
201847,Belgium,1,
201891,Austria,1,
201924,Morocco,1,
202041,Iraq,1,
202052,Congo DR,1,
202076,Puerto Rico,1,
202171,United States,1,
202223,Iraq,1,
202401,Brazil,1,
202464,England,1,
202528,England,1,
202570,United States,1,
202605,Sweden,1,
202748,Korea Republic,1,
202749,Korea Republic,1,
202808,China PR,1,
202864,Chile,1,
202968,Korea Republic,1,
203173,Spain,1,
203183,Brazil,1,
203283,Mexico,1,
203308,Australia,1,
203315,Austria,1,
203329,Belgium,1,
203363,Norway,1,
203439,Switzerland,1,
203447,Netherlands,1,
203781,United States,1,
203795,Chile,1,
204044,Poland,1,
204050,Argentina,1,
204153,Germany,1,
204217,England,1,
204227,Belgium,1,
204280,Spain,1,
204337,Argentina,1,
204353,Scotland,1,
204354,England,1,
204922,Austria,1,
204987,Denmark,1,
205008,Brazil,1,
205145,Scotland,1,
205377,France,1,
205481,England,1,
205578,Belgium,1,
205589,England,1,
205631,Argentina,1,
205669,Portugal,1,
206313,Senegal,1,
206408,United States,1,
206472,Korea Republic,1,
206536,England,1,
206546,Spain,1,
206653,England,1,
207409,Croatia,1,
207465,Brazil,1,
207496,Argentina,1,
207531,Germany,1,
207669,United States,1,
207753,Korea Republic,1,
207804,Jamaica,1,
207805,Kosovo,1,
207892,United States,1,
207943,Brazil,1,
208063,Korea Republic,1,
208099,Croatia,1,
