sofifa_id,value_mln_eur,wage_k_eur,release_clause_mln_eur
197688,2.0,20.0,4.0
197786,1.7,4.0,2.7
197813,1.9,29.0,3.6
198019,2.3,8.0,3.6
198128,2.3,0.95,4.9
198145,2.3,1.0,5.1
198240,1.6,8.0,2.6
198355,0.25,3.0,0.375
198455,1.7,4.0,2.1
198553,1.7,16.0,3.1
198599,2.1,6.0,2.7
198970,1.9,6.0,2.9
199000,2.0,11.0,2.9
199027,2.4,19.0,4.7
199183,1.9,9.0,2.5
199231,1.7,8.0,2.2
199244,1.6,0.75,3.5
199274,2.0,14.0,3.6
199288,0.65,12.0,1.2
199387,1.5,8.0,2.4
199412,2.3,25.0,3.9
199419,1.9,6.0,3.3
199422,2.2,8.0,3.3
199439,2.5,19.0,4.5
199568,1.6,7.0,2.3
199689,2.3,12.0,3.9
199729,1.9,7.0,2.8
199779,2.2,17.0,3.7
199781,1.7,6.0,2.6
199890,2.3,8.0,3.3
199897,1.6,18.0,2.9
199904,,,
200108,2.1,15.0,2.7
200212,0.75,13.0,1.4
200408,2.2,23.0,4.6
200429,3.1,18.0,4.9
200607,1.6,9.0,2.6
200713,2.2,25.0,
200746,2.7,35.0,5.1
201043,2.2,6.0,3.9
201093,2.7,21.0,5.3
201122,2.2,23.0,4.3
201223,2.0,12.0,3.3
201447,2.3,7.0,3.5
201818,2.4,12.0,4.8
201878,2.3,12.0,4.6
201887,2.4,26.0,4.6
202088,2.4,18.0,3.8
202107,1.6,6.0,2.4
202135,2.3,13.0,4.1
202151,2.3,21.0,
202873,1.6,13.0,2.6
202994,1.9,9.0,2.5
203024,0.8,4.0,1.0
203431,2.4,9.0,3.0
203751,2.1,29.0,4.0
203796,2.2,10.0,3.1
203889,1.1,15.0,2.2
204030,2.5,10.0,5.2
204092,1.8,5.0,2.7
204193,2.3,19.0,3.9
204233,3.2,51.0,6.2
204334,1.6,14.0,2.6
204387,2.2,10.0,3.5
204401,2.0,7.0,4.2
204496,2.4,23.0,4.7
204513,2.0,5.0,3.7
204523,2.3,10.0,3.7
204526,2.4,9.0,3.8
204542,1.9,39.0,3.2
204555,1.4,11.0,2.1
204771,1.9,39.0,3.2
204830,2.6,14.0,5.5
205081,2.0,10.0,2.5
205212,1.5,10.0,2.4
205215,1.5,11.0,2.5
205365,1.9,0.9,4.2
205401,2.4,9.0,3.1
205478,2.4,0.85,5.0
205551,2.1,7.0,3.4
205585,2.1,6.0,3.2
205594,2.3,16.0,3.8
205601,2.3,17.0,3.8
205726,2.3,23.0,
205756,2.4,21.0,
205934,2.7,13.0,4.8
205985,2.3,18.0,3.5
206085,2.8,27.0,5.5
206171,1.6,6.0,2.4
206222,1.9,13.0,4.0
206463,3.1,17.0,5.8
206506,2.2,14.0,4.4
206529,2.5,0.9,5.5
206606,2.4,13.0,3.7
206662,1.6,6.0,2.4
207516,2.4,6.0,3.0
207722,1.1,9.0,1.4
207876,2.1,7.0,3.4
207897,2.0,9.0,3.2
207928,2.4,36.0,4.3
207960,2.5,8.0,4.0
207984,2.7,31.0,4.5
208159,2.6,17.0,3.9
208260,2.5,0.6,5.7
208277,1.9,3.0,2.4
208335,2.1,18.0,3.8
208459,2.1,21.0,3.6
209063,2.0,11.0,4.0
209485,2.3,18.0,3.7
209780,3.4,11.0,5.4
209839,2.4,8.0,3.8
209937,1.7,15.0,3.6
209990,2.0,16.0,3.2
210021,2.9,7.0,4.4
210313,3.1,1.0,7.1
210320,2.5,20.0,4.4
210377,2.4,9.0,3.6
210386,2.8,18.0,4.7
210450,2.4,12.0,4.5
210533,2.1,9.0,2.7
210831,2.7,14.0,4.3
210868,1.2,19.0,2.6
210985,2.5,19.0,4.9
211009,2.7,27.0,5.3
211302,2.0,14.0,3.6
211354,2.7,33.0,4.8
211385,2.3,32.0,3.9
211461,2.7,11.0,
211527,2.3,10.0,
211592,,,
211626,2.3,8.0,3.1
211672,2.8,31.0,
211826,1.6,18.0,2.9
211891,2.3,22.0,4.1
212023,2.3,7.0,3.3
212035,2.4,18.0,4.6
212045,2.7,0.75,6.1
212100,4.5,16.0,
212107,1.1,12.0,2.2
212196,2.8,21.0,3.9
212205,2.8,11.0,4.4
212226,1.4,12.0,1.9
212230,2.6,11.0,5.2
212321,2.5,10.0,4.2
212607,1.6,6.0,2.4
212618,2.3,8.0,3.8
212778,2.0,5.0,2.5
213114,2.4,10.0,4.1
213134,2.8,20.0,5.3
213302,2.5,7.0,3.8
213439,2.3,7.0,3.5
213530,2.4,11.0,3.2
213573,2.2,9.0,3.6
213582,2.5,9.0,3.6
213697,3.1,19.0,6.1
213711,2.3,11.0,3.9
213732,2.1,26.0,3.5
213746,1.9,6.0,3.9
213813,2.7,6.0,3.6
213815,2.9,13.0,3.8
213846,0.75,4.0,1.0
213871,2.7,11.0,3.7
213938,2.6,12.0,4.9
214006,2.3,2.0,3.1
214196,0.75,0.85,1.7
214302,2.7,14.0,4.8
214421,1.9,3.0,2.7
214515,0.525,2.0,0.735
214937,2.5,10.0,3.9
214973,2.3,0.7,5.1
214983,0.4,9.0,0.58
215010,2.0,11.0,
215018,1.9,13.0,2.9
215050,0.75,12.0,1.1
215062,1.5,17.0,2.5
215079,0.95,9.0,1.4
215089,0.8,10.0,1.2
215144,2.0,0.9,
215162,0.75,10.0,1.1
215331,2.0,10.0,3.0
215437,2.5,19.0,4.9
215565,2.8,51.0,
215569,2.2,18.0,4.8
215604,2.3,16.0,4.1
215665,2.0,10.0,4.2
215703,3.1,0.65,6.7
215965,3.1,16.0,5.3
216019,0.8,0.85,1.7
216229,0.95,5.0,1.7
216275,2.3,12.0,3.2
216325,2.6,17.0,5.4
216334,2.9,15.0,4.6
216351,2.2,16.0,3.6
216391,2.8,9.0,4.6
216682,2.3,0.85,5.1
216749,2.5,12.0,5.0
217168,2.5,10.0,4.4
217605,2.5,15.0,3.3
217731,3.1,10.0,
217805,2.0,2.0,2.9
217826,2.8,19.0,5.5
217998,2.8,7.0,4.4
218744,3.1,1.0,7.1
219167,1.5,14.0,2.5
219411,2.4,18.0,3.4
219571,2.7,16.0,5.9
219637,2.7,7.0,4.5
219680,2.5,13.0,5.2
219688,1.9,19.0,4.2
219754,2.2,6.0,4.8
219793,2.6,7.0,4.0
219984,2.8,15.0,5.3
220048,2.4,0.65,5.5
220528,3.6,21.0,6.8
220739,2.7,0.85,6.0
220785,2.5,1.0,
220815,3.1,9.0,5.2
220968,3.1,11.0,6.4
221120,2.9,7.0,4.4
221250,2.1,11.0,3.2
221282,3.2,21.0,6.3
221370,2.1,25.0,3.6
221488,2.0,6.0,3.0
221564,3.7,7.0,6.7
221600,3.0,29.0,
221740,2.9,27.0,
221753,2.4,16.0,4.0
221797,2.6,19.0,4.7
221860,2.8,16.0,5.3
221890,2.5,19.0,4.9
221908,3.4,6.0,5.4
221912,2.2,5.0,2.9
221944,2.9,19.0,4.6
222022,2.5,12.0,3.9
222204,1.9,12.0,2.9
222411,2.4,5.0,4.0
222457,3.1,11.0,6.4
222464,3.0,10.0,7.2
222521,2.0,17.0,3.2
222546,2.0,9.0,3.4
222553,2.0,16.0,3.6
222734,2.5,6.0,3.3
222836,3.2,19.0,6.3
222982,2.7,3.0,4.5
222987,2.0,7.0,2.6
223017,2.3,26.0,4.6
223033,3.2,15.0,6.0
223072,1.9,0.85,4.2
223097,3.2,9.0,4.9
223136,2.4,12.0,4.8
223138,2.6,6.0,4.9
223159,3.1,12.0,6.1
223206,2.4,18.0,4.1
223231,2.6,14.0,3.6
223247,1.8,9.0,2.7
223284,1.5,6.0,2.7
223495,2.4,8.0,5.2
223641,2.9,11.0,
223652,2.9,20.0,4.9
223682,1.6,0.9,3.4
223756,3.1,11.0,4.9
223877,3.2,26.0,6.3
223994,2.3,5.0,2.9
224013,3.4,30.0,7.1
224104,1.7,12.0,2.6
224271,2.4,22.0,3.6
224368,2.6,18.0,5.2
224438,3.4,6.0,5.4
224508,2.3,35.0,4.1
224756,3.3,5.0,6.2
224763,4.9,9.0,10.3
224841,3.1,12.0,4.3
224885,1.7,12.0,3.4
224967,2.7,18.0,6.1
224980,2.5,16.0,4.2
225149,2.5,11.0,3.9
225456,2.7,9.0,5.9
225478,2.5,8.0,3.9
225555,2.1,13.0,4.2
225614,3.7,25.0,6.7
225668,3.7,29.0,7.8
225669,2.8,18.0,5.3
226012,3.0,18.0,5.9
226086,2.5,11.0,
226215,2.3,11.0,3.7
226285,2.2,22.0,3.9
226356,3.1,12.0,5.8
226419,1.9,3.0,2.7
226662,2.9,11.0,4.4
226697,3.1,15.0,
226747,2.0,2.0,2.7
226772,1.9,10.0,2.9
226797,1.5,13.0,2.3
226798,2.0,13.0,3.0
227537,2.3,8.0,3.3
227550,1.9,0.85,4.2
227558,3.3,13.0,5.2
227633,3.1,13.0,4.9
228151,2.8,14.0,4.4
228171,2.8,8.0,3.7
228231,1.2,0.75,2.6
228290,2.5,13.0,5.2
228419,3.4,24.0,7.0
228505,4.5,9.0,7.4
228595,2.9,21.0,5.4
228614,2.8,18.0,5.3
228616,2.8,11.0,5.8
228645,2.7,9.0,4.1
228681,3.4,27.0,7.1
228684,5.0,24.0,10.5
228716,2.1,16.0,4.4
228717,2.4,9.0,3.1
228802,2.3,29.0,3.7
228813,3.4,8.0,5.7
228861,2.3,10.0,3.0
228908,1.9,14.0,3.8
229091,4.0,15.0,
229155,3.1,7.0,
229179,2.5,7.0,4.1
229215,2.4,13.0,4.0
229251,2.1,10.0,3.7
229266,4.9,40.0,10.3
229321,1.9,13.0,3.8
229435,3.4,14.0,
229541,2.7,1.0,3.8
229542,2.1,10.0,4.4
229624,2.3,10.0,
229637,2.1,8.0,4.4
229658,2.5,7.0,3.6
229699,4.7,27.0,8.9
229793,3.6,11.0,7.3
230074,3.0,14.0,6.2
230176,0.25,11.0,0.45
230181,2.4,21.0,4.3
230185,1.9,18.0,3.6
230188,2.1,19.0,4.0
230218,2.0,16.0,3.8
230222,2.0,24.0,3.8
230260,2.1,24.0,3.8
230267,2.8,9.0,5.3
230272,2.6,10.0,4.9
230277,2.8,14.0,5.3
230283,2.6,25.0,4.7
230289,2.6,11.0,4.9
230319,1.9,18.0,3.6
230322,2.4,8.0,4.6
230329,2.3,21.0,4.1
230350,2.1,18.0,4.0
230367,2.4,9.0,4.6
230369,2.3,13.0,4.4
230374,0.75,19.0,1.4
230389,2.0,12.0,3.8
230407,2.4,12.0,4.6
230414,2.6,24.0,4.9
230420,2.6,10.0,4.9
230429,2.3,18.0,4.4
230433,0.8,17.0,1.5
230434,2.5,11.0,4.8
230441,2.0,10.0,3.8
230452,2.3,9.0,4.4
230461,2.8,14.0,5.3
230464,2.3,20.0,4.4
230466,2.6,16.0,4.9
230477,2.3,28.0,4.4
230483,2.6,17.0,4.9
230495,2.3,21.0,4.4
230501,2.3,28.0,4.4
230503,2.3,23.0,4.4
230510,2.6,13.0,4.9
230519,2.8,11.0,5.3
230525,0.75,9.0,1.4
230530,2.3,15.0,4.4
230564,2.9,23.0,5.1
230665,2.4,13.0,5.0
230672,4.9,27.0,10.3
230681,3.3,17.0,
230685,2.4,37.0,
230708,3.4,26.0,7.1
230718,2.3,0.75,5.1
230988,2.9,0.8,6.6
231007,2.7,0.7,6.1
231041,2.4,18.0,4.8
231070,2.1,11.0,3.2
231089,3.7,15.0,8.1
231138,2.8,12.0,4.6
231240,3.7,14.0,
231344,3.4,6.0,6.4
231414,2.8,9.0,
231448,5.5,39.0,
231588,3.5,14.0,8.4
231652,3.2,19.0,
231733,3.1,9.0,5.2
231856,3.3,7.0,5.5
231874,3.1,15.0,5.8
232120,3.1,6.0,5.2
232163,2.4,30.0,4.1
232225,3.6,17.0,6.8
232310,2.2,12.0,3.8
232477,2.5,24.0,4.4
232514,2.3,11.0,
232546,2.3,13.0,3.5
232655,2.5,12.0,3.8
232658,4.4,10.0,7.5
232693,4.4,9.0,
232729,2.3,12.0,3.5
232869,2.2,9.0,2.9
232882,3.0,7.0,4.1
233075,1.6,19.0,3.5
233151,3.6,15.0,5.7
233169,2.3,9.0,3.0
233201,4.9,19.0,10.3
233225,2.0,9.0,2.6
233250,3.3,12.0,5.0
233314,2.8,6.0,4.4
233329,2.4,5.0,5.2
233372,2.8,0.9,6.4
233483,2.4,18.0,3.6
233730,3.3,22.0,6.5
233800,3.5,4.0,5.1
233841,4.9,10.0,8.3
233849,2.8,11.0,3.7
233924,3.8,0.9,
233993,2.1,17.0,4.0
233994,2.4,7.0,4.6
234015,2.6,10.0,4.9
234054,1.6,0.5,3.4
234119,5.0,6.0,11.5
234319,4.9,24.0,10.3
234341,4.5,7.0,9.9
234376,3.1,12.0,6.4
234399,3.7,15.0,6.3
234457,3.2,20.0,
234514,1.9,13.0,3.8
234515,2.3,12.0,3.5
234570,5.5,9.0,
234640,3.4,11.0,5.7
234791,2.7,23.0,5.3
234832,2.5,15.0,4.9
234843,3.4,14.0,6.8
234914,3.1,9.0,4.7
235161,3.8,17.0,8.4
235210,2.4,9.0,4.9
235297,3.1,12.0,4.9
235432,3.3,16.0,7.3
235553,2.2,13.0,4.6
235812,2.5,1.0,5.5
235834,3.5,12.0,6.2
235981,2.7,5.0,5.1
236033,4.5,12.0,10.4
236038,3.5,5.0,5.8
236259,3.4,7.0,4.7
236393,3.0,20.0,
236492,4.9,7.0,8.8
236505,2.7,10.0,5.9
236721,3.4,5.0,6.8
236723,3.1,20.0,5.5
236764,3.5,8.0,
236773,2.7,17.0,5.6
237161,4.7,23.0,9.9
237248,5.5,11.0,10.5
237540,2.8,19.0,5.3
237566,2.7,0.85,6.1
237642,4.5,9.0,7.7
237840,4.7,9.0,6.8
237973,4.7,25.0,8.5
238058,4.7,15.0,9.9
238274,4.7,12.0,7.5
238392,3.2,13.0,5.0
238507,3.1,7.0,6.7
238941,2.5,10.0,5.2
238945,2.4,0.8,5.5
239090,2.5,18.0,3.9
239097,2.5,14.0,4.0
239106,2.7,0.9,
239127,3.3,25.0,5.9
239136,4.9,14.0,10.8
239212,2.0,0.75,4.4
239272,2.3,26.0,4.3
239358,2.4,10.0,4.7
239373,3.8,9.0,6.3
239550,3.2,42.0,
239645,2.2,11.0,3.5
239671,3.7,13.0,8.5
239755,2.8,12.0,5.8
239845,3.7,0.85,8.9
239875,1.7,6.0,3.6
239950,3.2,0.8,
240017,5.5,16.0,10.5
240034,2.0,0.8,4.4
240095,2.9,29.0,5.4
240100,2.5,13.0,4.4
240193,3.3,32.0,
240225,,,
240493,1.2,0.75,2.6
240916,3.4,15.0,6.8
240963,2.4,12.0,3.6
240970,5.0,18.0,10.5
241025,3.1,9.0,4.9
241031,4.4,7.0,7.5
241197,4.4,21.0,8.4
241406,3.1,8.0,5.5
241499,2.0,1.0,4.4
241501,1.9,0.95,4.2
241522,4.8,15.0,7.2
241607,5.0,11.0,8.5
241708,4.9,17.0,
241750,2.7,11.0,4.7
241823,3.5,24.0,6.3
241976,2.7,8.0,5.6
242112,2.8,4.0,4.0
242384,1.5,9.0,2.0
242429,4.9,8.0,8.1
242571,3.2,10.0,5.0
242725,4.8,11.0,8.2
242737,2.3,5.0,2.9
242916,5.0,6.0,8.5
242998,3.6,22.0,
243851,2.3,0.85,5.1
243989,2.0,8.0,3.1
244068,3.0,15.0,5.6
244280,4.5,33.0,
244376,3.5,0.65,8.0
244377,4.9,7.0,11.3
244472,5.0,15.0,7.5
244628,2.9,15.0,5.1
244832,5.0,0.9,12.0
244973,5.0,12.0,9.5
245058,3.3,15.0,5.2
245062,2.1,10.0,3.6
245138,5.0,10.0,8.5
245209,3.3,10.0,
245238,4.9,7.0,8.8
245253,5.0,13.0,10.0
245370,4.4,14.0,9.2
245597,5.0,9.0,
245992,5.5,43.0,
246145,5.5,5.0,9.1
246183,3.3,0.65,7.5
246284,5.0,11.0,11.5
246469,5.5,9.0,9.4
246606,5.0,10.0,12.0
246608,3.7,27.0,7.0
246728,5.0,0.65,11.5
246790,2.5,18.0,
246929,2.8,0.75,
247182,4.9,13.0,9.3
247500,4.4,13.0,10.1
247793,4.7,8.0,8.5
248573,5.0,33.0,10.3
248687,4.9,14.0,10.3
250753,2.9,0.5,6.7
250842,3.0,2.0,4.7
251127,2.1,12.0,3.2
251139,1.8,11.0,2.6
251191,2.8,14.0,5.8
251325,2.9,15.0,5.4
251408,2.3,0.85,5.1
251410,2.4,6.0,3.8
251503,1.6,8.0,3.4
251673,1.2,0.75,2.6
251675,3.3,0.9,7.5
251990,5.0,5.0,11.5
252038,5.5,7.0,
252168,3.0,9.0,4.7
252909,3.7,16.0,8.9
253012,5.0,6.0,10.6
253150,5.5,11.0,9.4
253220,2.1,12.0,3.2
253274,2.3,2.0,3.1
253306,5.5,7.0,12.1
253341,2.2,0.85,4.9
253695,3.0,0.6,6.5
254048,3.4,11.0,6.0
254548,4.9,14.0,10.3
255371,5.5,23.0,
255891,4.4,20.0,
256035,5.5,19.0,11.6
256136,5.5,0.75,12.9
256287,5.5,5.0,9.4
256903,5.5,8.0,14.4
256958,6.0,7.0,15.8
257025,5.0,16.0,10.5
257204,4.8,25.0,10.1
257771,2.9,30.0,5.4
258208,4.8,0.65,11.0
258308,3.5,0.6,8.4
258370,4.9,23.0,8.8
258585,4.1,9.0,7.8
258615,5.0,16.0,11.5
258683,5.0,14.0,9.5
258781,4.6,0.5,11.0
258782,3.0,25.0,5.6
258946,4.9,20.0,9.3
259166,4.4,11.0,9.7
260314,2.9,0.7,6.3
261529,,,
262578,5.0,0.5,
263139,4.5,11.0,10.8
3467,0.65,5.0,1.0
18122,0.21,7.0,0.42
25798,0.65,0.7,1.4
110974,0.21,4.0,0.336
124635,0.525,17.0,0.998
134820,0.375,4.0,0.656
138306,0.65,2.0,0.878
138699,0.525,8.0,0.761
138949,0.325,0.6,0.715
139064,0.375,7.0,0.525
142721,0.21,5.0,0.357
142762,0.325,5.0,0.471
142966,0.6,8.0,0.9
143587,0.6,8.0,0.9
143598,0.21,4.0,0.305
143745,0.875,31.0,1.8
148403,0.75,6.0,1.6
155355,1.5,8.0,2.0
158221,0.325,4.0,0.52
158777,0.21,18.0,0.357
163083,0.5,6.0,1.0
163261,0.425,14.0,0.808
164464,0.65,5.0,0.975
164484,0.325,5.0,0.423
165247,0.325,0.5,0.715
165526,0.5,2.0,0.8
167669,0.6,4.0,0.9
169345,0.7,12.0,1.0
171146,0.21,9.0,0.347
171378,0.575,5.0,0.978
172198,0.21,6.0,0.42
172862,0.5,4.0,0.65
173155,1.2,4.0,1.9
176071,0.65,5.0,0.943
176237,1.6,6.0,2.4
176920,1.2,9.0,1.8
176942,0.7,6.0,0.875
176993,1.8,7.0,2.3
177537,0.775,7.0,1.1
177621,0.925,6.0,1.6
177922,1.2,7.0,1.6
178283,0.6,9.0,1.2
178416,1.2,25.0,2.3
178566,0.325,8.0,0.455
178571,0.21,5.0,0.441
179687,0.7,32.0,1.2
179947,0.9,7.0,1.1
180823,1.3,0.65,2.9
181479,0.325,5.0,0.406
181795,0.7,11.0,1.4
182043,0.325,8.0,0.504
182224,0.925,9.0,1.4
182270,0.21,0.5,0.462
182343,0.65,8.0,1.0
182411,0.875,10.0,1.4
182473,1.3,14.0,2.1
182959,0.21,0.5,0.462
183546,1.2,7.0,2.2
183573,0.7,14.0,1.1
183820,1.2,5.0,2.2
183921,0.7,11.0,1.4
184337,1.2,5.0,1.5
184472,0.975,6.0,1.3
184477,,,
184501,1.6,9.0,2.4
184789,1.2,17.0,2.2
185010,0.9,7.0,1.2
185132,1.5,6.0,2.3
185427,1.2,16.0,2.3
186130,1.2,17.0,2.3
186274,1.4,8.0,2.2
186556,1.5,0.75,3.2
186598,1.3,17.0,2.5
186680,0.6,5.0,0.96
186881,1.5,17.0,2.3
188000,1.2,15.0,2.0
188154,1.8,16.0,2.9
188274,0.8,10.0,1.6
188337,1.8,8.0,2.8
188524,0.925,16.0,1.9
188541,0.875,19.0,1.6
188782,0.9,17.0,1.7
188802,0.975,27.0,1.7
189338,1.6,0.55,3.4
189390,1.3,17.0,2.3
189607,1.5,10.0,2.4
189709,1.2,5.0,1.9
189857,1.6,9.0,2.6
189899,1.2,5.0,1.8
190014,1.8,10.0,3.6
190021,0.875,7.0,1.4
190430,1.4,4.0,2.5
190461,1.8,6.0,2.3
190536,0.775,6.0,1.3
190669,1.4,4.0,1.9
190697,1.5,23.0,2.7
190931,0.6,9.0,1.2
191032,1.8,28.0,3.4
191079,1.6,14.0,3.0
191333,1.6,8.0,2.1
191388,1.9,10.0,2.4
191390,1.6,23.0,3.0
191488,1.2,11.0,1.8
191565,1.6,8.0,2.1
192114,2.0,25.0,3.6
192297,0.6,8.0,0.84
192397,1.0,14.0,1.9
192449,1.8,11.0,2.9
192567,1.6,15.0,2.6
192608,1.5,7.0,2.6
192778,0.9,16.0,1.4
192938,1.8,0.65,4.0
193264,1.7,10.0,2.6
193422,1.9,11.0,3.8
193909,1.2,6.0,1.9
193910,1.8,44.0,3.4
194146,1.5,20.0,2.9
194669,1.9,6.0,2.9
195033,1.8,10.0,2.3
195087,1.2,7.0,1.9
195698,1.6,8.0,2.6
196151,0.6,1.0,0.81
196316,1.0,4.0,1.8
196318,1.8,12.0,3.6
196688,1.3,0.8,2.8
196935,1.8,16.0,
197382,1.6,0.85,3.5
197890,1.2,7.0,1.9
198136,1.6,18.0,2.7
198177,1.6,0.6,3.5
198193,1.8,0.8,4.0
198347,1.5,6.0,2.3
198420,1.9,17.0,3.8
198429,1.8,0.75,3.8
198474,1.5,0.8,3.2
198617,1.6,9.0,2.6
198857,1.3,25.0,2.3
199157,1.6,5.0,2.6
199170,1.8,10.0,3.6
199191,1.6,15.0,3.2
199236,1.6,7.0,2.1
199413,1.5,10.0,2.3
199504,1.6,9.0,2.4
199550,1.6,7.0,2.4
199570,1.4,25.0,2.4
199572,0.775,8.0,1.1
199669,1.6,6.0,2.4
199776,1.5,3.0,2.4
199982,1.6,10.0,2.4
200138,1.8,31.0,3.6
200302,1.6,10.0,3.0
200332,1.5,12.0,2.8
200532,1.4,9.0,2.0
200588,1.3,7.0,1.7
200653,1.2,10.0,1.8
200672,1.3,14.0,2.1
200698,1.2,4.0,1.8
200715,1.6,14.0,3.2
200758,1.6,18.0,3.0
200778,1.7,31.0,3.2
200779,2.2,11.0,4.2
200798,0.325,7.0,0.65
200840,1.9,21.0,3.8
200857,1.9,13.0,2.8
200968,1.2,11.0,2.4
201041,1.6,9.0,3.2
201155,1.9,11.0,3.6
201240,2.0,22.0,3.8
201304,1.9,11.0,2.4
201335,1.8,21.0,3.1
201509,1.4,0.55,3.1
201876,2.2,6.0,3.0
201877,2.3,9.0,3.9
202017,1.9,23.0,
202035,1.8,6.0,2.7
202087,1.8,8.0,2.9
202101,1.8,15.0,3.0
202305,1.2,8.0,1.6
202408,1.3,20.0,2.5
202501,2.0,8.0,3.4
202515,1.9,8.0,3.0
202678,1.7,2.0,2.1
202716,1.9,18.0,4.2
202814,1.6,10.0,3.0
202889,1.9,29.0,3.9
202940,1.8,34.0,3.4
203128,1.6,11.0,3.2
203161,1.6,17.0,2.6
203537,1.8,19.0,3.4
203568,1.8,19.0,3.2
203590,1.5,8.0,2.4
203624,1.3,0.8,2.9
203725,2.0,8.0,3.0
203782,1.8,9.0,3.2
203783,1.6,18.0,3.0
203884,1.8,24.0,3.2
203910,1.8,34.0,3.4
203965,2.0,14.0,3.0
204215,1.7,25.0,3.2
204246,1.6,40.0,3.1
204352,1.8,10.0,3.7
204366,2.2,35.0,4.3
204372,1.8,10.0,3.6
204412,1.9,11.0,3.6
204464,2.1,22.0,4.1
204549,1.7,11.0,2.7
204684,1.8,9.0,2.6
204731,1.4,5.0,2.9
204737,1.8,6.0,3.8
204776,1.5,9.0,2.2
204908,1.8,0.95,4.0
205156,1.6,8.0,2.1
205295,1.2,14.0,2.0
205369,2.1,10.0,3.3
205530,1.3,8.0,1.8
205812,1.0,22.0,1.7
205887,2.4,29.0,4.6
205983,1.3,9.0,2.6
206086,2.3,7.0,4.4
206154,1.5,10.0,2.2
206159,1.7,11.0,3.1
206307,1.6,10.0,2.4
206423,1.8,17.0,4.1
206626,1.9,8.0,2.7
207431,2.0,8.0,3.4
207444,1.9,6.0,2.9
207472,1.6,6.0,2.1
207507,1.9,13.0,3.8
207645,1.9,8.0,2.5
207653,1.6,11.0,
207725,1.6,15.0,
207734,2.2,15.0,3.6
207929,1.6,12.0,3.2
208017,1.5,20.0,2.5
208019,2.0,11.0,4.2
208470,1.6,10.0,2.5
208502,1.7,26.0,
208507,0.325,5.0,0.52
208564,1.6,12.0,2.1
208700,1.8,15.0,3.2
208769,1.9,20.0,3.8
208856,1.4,5.0,2.5
209061,1.9,12.0,2.4
209597,1.8,6.0,2.8
209695,2.2,6.0,4.7
209828,2.2,6.0,4.8
209987,1.7,8.0,2.8
210123,1.9,15.0,3.2
210126,1.6,6.0,2.1
210214,1.8,7.0,2.9
210468,1.9,28.0,3.2
210644,2.2,22.0,4.3
210926,1.6,22.0,2.7
210950,1.2,6.0,1.9
211014,1.6,9.0,3.4
211048,1.9,0.75,
211221,1.9,7.0,3.3
211263,1.9,9.0,
211365,2.2,5.0,3.0
211489,1.6,9.0,2.4
211513,2.0,10.0,3.8
211522,1.7,6.0,2.7
211557,1.9,11.0,3.6
211559,1.8,15.0,3.0
211561,1.5,5.0,3.2
211857,2.0,6.0,3.4
211903,1.8,4.0,2.3
211907,1.2,10.0,1.9
211908,1.4,8.0,2.9
212099,2.5,11.0,3.9
212137,2.2,0.65,5.0
212138,2.2,18.0,4.6
212192,2.2,15.0,4.1
212197,1.3,8.0,2.1
212240,2.2,27.0,4.3
212282,1.8,5.0,3.2
212474,1.9,8.0,4.0
212608,0.975,6.0,1.7
212626,2.4,28.0,4.3
212933,1.5,16.0,2.3
212947,2.0,15.0,4.0
213092,2.0,5.0,3.1
213097,1.3,0.8,2.9
213209,2.5,5.0,3.9
213313,2.4,6.0,3.8
213337,2.3,11.0,4.0
213418,2.6,0.95,5.9
213497,2.1,6.0,2.8
213613,2.3,11.0,3.6
213777,2.7,9.0,3.6
213937,2.0,8.0,3.2
213993,1.9,15.0,3.4
214031,1.3,2.0,1.8
214158,1.6,9.0,2.4
214191,1.3,9.0,2.0
214373,0.21,3.0,0.347
214379,1.5,2.0,2.0
214393,1.4,2.0,1.9
214463,0.9,10.0,1.4
214562,1.5,0.75,3.3
214659,1.9,9.0,3.4
214772,1.6,10.0,
215015,1.2,9.0,1.8
215070,1.8,7.0,2.8
215117,1.3,10.0,2.0
215165,1.5,8.0,2.3
215181,1.6,9.0,2.4
215247,2.4,19.0,
215262,1.2,10.0,1.8
215334,1.8,14.0,3.8
215556,2.6,15.0,
216270,2.2,10.0,4.2
216282,2.3,14.0,4.3
216302,1.4,10.0,2.4
216437,2.0,9.0,4.1
216463,2.7,5.0,5.1
216483,2.4,29.0,5.0
216520,1.6,13.0,
216530,0.9,0.65,1.9
216750,1.3,8.0,1.6
216751,1.6,0.8,3.4
216860,2.7,7.0,4.3
217007,1.9,11.0,3.8
217047,1.3,5.0,1.9
217287,2.3,14.0,3.6
217565,2.0,5.0,3.8
217821,2.0,30.0,4.0
218745,2.7,18.0,5.3
219174,2.0,8.0,3.0
219180,2.1,7.0,3.5
219181,1.5,7.0,2.1
219452,2.5,9.0,3.9
219546,2.1,5.0,3.3
219652,1.9,17.0,4.0
219709,2.3,14.0,5.2
219736,2.0,22.0,4.0
219777,1.7,16.0,3.7
219912,1.8,0.65,4.0
220029,2.4,12.0,5.0
220031,2.6,19.0,5.1
220058,1.9,16.0,3.8
220061,1.6,24.0,2.9
220087,1.6,10.0,3.2
220128,1.5,13.0,
220198,2.6,4.0,
220209,1.7,6.0,2.6
220245,1.8,5.0,3.4
220466,2.2,25.0,3.9
