sofifa_id,work_rate,overall,potential,pace,shooting,passing,dribbling,defending,physic,defending_sliding_tackle,skill_moves,weak_foot_points
237662,Medium/Medium,70,73,72.0,61.0,69.0,65.0,64.0,71.0,64,3,3
237670,Medium/Medium,70,75,73.0,68.0,70.0,74.0,43.0,59.0,43,4,3
237712,Medium/Low,70,78,71.0,69.0,60.0,69.0,34.0,71.0,39,3,3
238097,High/Low,70,73,82.0,68.0,59.0,69.0,33.0,68.0,36,4,4
238516,Medium/High,70,80,70.0,37.0,48.0,57.0,68.0,77.0,68,2,3
238593,High/Medium,70,72,69.0,50.0,61.0,65.0,70.0,75.0,67,2,4
238637,Medium/Medium,70,75,71.0,61.0,66.0,73.0,64.0,73.0,63,3,3
238860,Medium/Medium,70,71,61.0,30.0,40.0,42.0,71.0,74.0,67,2,2
238924,High/High,70,70,71.0,70.0,49.0,64.0,35.0,81.0,23,3,4
239049,Medium/High,70,77,72.0,42.0,61.0,65.0,68.0,74.0,66,2,3
239073,Medium/Medium,70,70,90.0,56.0,61.0,75.0,26.0,53.0,20,3,3
239096,Medium/Medium,70,73,50.0,36.0,57.0,60.0,72.0,70.0,68,2,3
239138,Medium/Medium,70,78,82.0,57.0,60.0,75.0,35.0,57.0,36,4,4
239186,High/Medium,70,70,80.0,64.0,61.0,72.0,28.0,69.0,34,3,5
239200,High/High,70,73,71.0,60.0,67.0,69.0,62.0,70.0,54,3,3
239307,Medium/Medium,70,77,78.0,57.0,64.0,71.0,41.0,50.0,42,3,3
239340,Medium/Medium,70,76,36.0,27.0,44.0,50.0,70.0,75.0,68,2,2
239432,Medium/Medium,70,74,71.0,72.0,54.0,67.0,33.0,73.0,17,2,4
239475,Medium/High,70,75,70.0,58.0,65.0,72.0,70.0,68.0,69,3,3
239575,Medium/Medium,70,75,49.0,33.0,48.0,51.0,67.0,78.0,63,2,2
239669,Medium/Low,70,73,79.0,68.0,66.0,69.0,36.0,56.0,25,3,3
239701,High/Medium,70,79,75.0,62.0,66.0,77.0,48.0,60.0,37,3,3
239708,Medium/Medium,70,76,70.0,68.0,60.0,71.0,22.0,69.0,16,3,3
239732,High/High,70,79,81.0,62.0,66.0,69.0,69.0,80.0,68,3,3
239747,Medium/Medium,70,77,75.0,69.0,54.0,68.0,24.0,63.0,17,3,2
239778,High/Medium,70,82,68.0,70.0,68.0,68.0,65.0,73.0,61,2,5
239816,Medium/Medium,70,79,,,,,,,13,1,3
239881,Medium/Low,70,78,76.0,70.0,58.0,73.0,22.0,65.0,13,3,3
239894,High/High,70,77,67.0,52.0,67.0,71.0,67.0,73.0,63,3,1
239945,Medium/High,70,77,71.0,57.0,69.0,72.0,65.0,53.0,65,3,4
240019,Medium/Medium,70,80,81.0,70.0,61.0,73.0,22.0,64.0,12,3,3
240031,High/Medium,70,74,80.0,54.0,63.0,71.0,62.0,69.0,63,3,3
240045,Medium/Medium,70,75,68.0,64.0,66.0,68.0,67.0,72.0,64,2,3
240138,Low/High,70,72,63.0,34.0,50.0,54.0,70.0,72.0,67,2,3
240164,Medium/Medium,70,70,76.0,58.0,65.0,72.0,41.0,47.0,33,3,4
240271,High/Low,70,76,74.0,67.0,65.0,73.0,39.0,59.0,35,3,3
240282,High/Medium,70,74,74.0,49.0,64.0,68.0,67.0,69.0,66,3,3
240311,Medium/Medium,70,78,,,,,,,13,1,3
240730,High/Medium,70,76,81.0,66.0,62.0,75.0,25.0,59.0,22,3,3
240783,High/Medium,70,82,82.0,70.0,60.0,70.0,33.0,67.0,24,3,4
240944,High/Low,70,75,73.0,64.0,50.0,67.0,24.0,72.0,17,2,3
241050,Medium/Medium,70,70,,,,,,,9,1,3
241071,Medium/Medium,70,78,72.0,57.0,68.0,75.0,65.0,62.0,62,3,3
241135,High/Medium,70,70,77.0,36.0,58.0,73.0,68.0,67.0,67,3,3
241238,Medium/Medium,70,76,70.0,62.0,70.0,72.0,62.0,67.0,61,3,3
241389,High/Low,70,77,79.0,65.0,64.0,75.0,32.0,39.0,34,3,4
241410,Medium/Medium,70,82,78.0,63.0,61.0,77.0,39.0,52.0,35,4,3
241412,High/Medium,70,70,85.0,71.0,64.0,70.0,32.0,66.0,20,3,3
241474,Medium/Medium,70,78,78.0,62.0,62.0,73.0,39.0,65.0,34,3,4
241487,High/Medium,70,82,85.0,69.0,64.0,69.0,38.0,64.0,28,2,4
241536,Medium/Medium,70,73,82.0,64.0,65.0,72.0,34.0,65.0,33,3,3
241568,Medium/Low,70,78,77.0,69.0,74.0,73.0,54.0,63.0,49,3,3
241588,Medium/Medium,70,78,60.0,63.0,63.0,70.0,63.0,58.0,59,3,3
241629,Medium/Medium,70,79,75.0,53.0,65.0,72.0,67.0,59.0,69,3,3
241731,Medium/Low,70,70,77.0,67.0,64.0,71.0,36.0,61.0,38,4,4
241790,Medium/Medium,70,72,,,,,,,14,1,1
241933,Medium/Medium,70,81,70.0,65.0,68.0,71.0,65.0,65.0,65,3,3
241941,Medium/Medium,70,76,68.0,38.0,59.0,63.0,70.0,76.0,69,2,2
241947,High/Medium,70,79,89.0,61.0,63.0,75.0,32.0,57.0,46,4,5
242052,High/Medium,70,76,71.0,67.0,70.0,68.0,34.0,55.0,28,3,3
242079,Medium/Medium,70,80,67.0,63.0,69.0,67.0,69.0,62.0,71,3,3
242143,Medium/Medium,70,71,64.0,64.0,67.0,68.0,66.0,69.0,66,3,4
242160,Medium/Medium,70,72,78.0,38.0,56.0,63.0,70.0,73.0,66,2,3
242195,Medium/Medium,70,82,77.0,36.0,48.0,59.0,72.0,70.0,68,2,5
242214,Medium/High,70,79,51.0,50.0,59.0,64.0,68.0,71.0,65,2,3
242238,Medium/Medium,70,80,86.0,39.0,54.0,61.0,68.0,78.0,66,2,4
242294,Medium/Medium,70,80,67.0,56.0,66.0,70.0,67.0,64.0,69,2,3
242336,High/Medium,70,75,64.0,66.0,68.0,73.0,53.0,43.0,55,2,3
242372,High/Medium,70,70,82.0,57.0,63.0,73.0,32.0,58.0,34,3,3
242494,Medium/Low,70,72,59.0,70.0,52.0,62.0,33.0,76.0,31,2,4
242573,High/Medium,70,78,83.0,63.0,60.0,76.0,35.0,56.0,22,4,2
242614,Medium/High,70,76,61.0,46.0,52.0,57.0,69.0,78.0,68,2,4
242629,High/Medium,70,77,67.0,30.0,64.0,66.0,68.0,68.0,66,2,2
242660,Medium/Medium,70,79,72.0,34.0,57.0,63.0,70.0,68.0,72,2,3
242776,High/Medium,70,73,89.0,57.0,64.0,69.0,61.0,58.0,63,3,5
242818,Medium/Medium,70,80,,,,,,,11,1,3
242865,Medium/Medium,70,77,85.0,32.0,52.0,66.0,66.0,73.0,70,2,3
242934,Medium/Medium,70,73,,,,,,,22,1,3
242958,Medium/Medium,70,77,73.0,33.0,51.0,51.0,72.0,71.0,74,2,3
242997,High/Medium,70,78,94.0,56.0,63.0,73.0,25.0,49.0,22,3,4
243249,Medium/Medium,70,79,63.0,67.0,66.0,69.0,61.0,72.0,57,3,4
243270,High/Medium,70,76,79.0,72.0,61.0,74.0,30.0,63.0,28,3,5
243350,High/Medium,70,83,87.0,47.0,60.0,74.0,61.0,59.0,62,3,3
243401,Medium/Medium,70,78,83.0,63.0,62.0,74.0,27.0,56.0,17,4,4
243538,Medium/Medium,70,75,,,,,,,12,1,3
243573,Medium/Medium,70,75,,,,,,,12,1,2
243716,High/High,70,73,81.0,69.0,61.0,71.0,41.0,65.0,45,3,4
243756,High/Medium,70,70,80.0,49.0,59.0,66.0,65.0,67.0,66,3,4
243792,Medium/Medium,70,78,75.0,62.0,68.0,72.0,43.0,54.0,40,4,4
243821,Medium/Low,70,70,72.0,65.0,69.0,69.0,32.0,60.0,29,2,3
243977,Medium/Medium,70,70,71.0,70.0,60.0,67.0,23.0,68.0,12,2,3
244006,Medium/Medium,70,72,54.0,41.0,56.0,52.0,68.0,76.0,68,2,3
244042,High/Low,70,79,82.0,68.0,55.0,73.0,28.0,70.0,16,3,3
244204,Medium/Medium,70,76,67.0,35.0,45.0,56.0,68.0,70.0,71,2,2
244205,Medium/Medium,70,78,71.0,71.0,66.0,73.0,27.0,65.0,19,3,3
244271,Medium/High,70,73,69.0,58.0,57.0,64.0,70.0,77.0,74,2,3
244272,Medium/Medium,70,71,64.0,33.0,44.0,61.0,68.0,79.0,72,2,3
244389,High/Medium,70,81,86.0,69.0,59.0,76.0,31.0,43.0,29,3,3
244390,High/Medium,70,70,76.0,72.0,65.0,72.0,45.0,72.0,38,3,3
244497,Medium/Medium,70,79,79.0,54.0,64.0,69.0,63.0,60.0,68,3,3
244523,Medium/Medium,70,79,67.0,47.0,62.0,66.0,69.0,68.0,69,3,2
244582,Medium/Low,70,70,65.0,63.0,69.0,71.0,52.0,67.0,44,3,3
244584,Medium/Medium,70,72,,,,,,,16,1,3
244790,Medium/Medium,70,72,80.0,63.0,66.0,70.0,25.0,69.0,19,3,3
244853,High/High,70,79,81.0,69.0,65.0,71.0,44.0,63.0,45,3,3
244895,Medium/High,70,83,81.0,44.0,64.0,68.0,64.0,74.0,58,3,3
244938,Medium/Medium,70,76,61.0,29.0,52.0,60.0,71.0,67.0,70,2,3
244952,High/High,70,79,77.0,37.0,59.0,69.0,66.0,71.0,69,3,3
244987,Medium/Medium,70,70,,,,,,,15,1,3
245017,High/High,70,76,72.0,46.0,64.0,60.0,66.0,77.0,65,2,3
245054,Medium/Medium,70,78,76.0,61.0,69.0,69.0,57.0,66.0,55,4,5
245065,High/Medium,70,80,75.0,33.0,60.0,68.0,65.0,66.0,67,3,2
245261,Medium/Medium,70,71,67.0,63.0,69.0,72.0,48.0,61.0,48,3,3
245336,Low/Medium,70,78,58.0,42.0,59.0,62.0,70.0,74.0,67,2,4
245354,High/Medium,70,79,69.0,64.0,69.0,73.0,57.0,62.0,58,3,3
245428,High/Low,70,76,79.0,32.0,62.0,69.0,64.0,61.0,66,2,3
245429,Low/Low,70,78,68.0,57.0,66.0,66.0,65.0,71.0,64,2,3
245437,Medium/Medium,70,81,68.0,69.0,55.0,67.0,29.0,68.0,28,2,3
245540,Low/High,70,77,73.0,36.0,50.0,50.0,70.0,76.0,73,2,3
245543,High/Medium,70,74,76.0,71.0,61.0,71.0,34.0,73.0,30,3,3
245550,Medium/Medium,70,73,63.0,71.0,47.0,61.0,32.0,76.0,23,2,3
245652,High/Low,70,75,63.0,73.0,54.0,61.0,29.0,80.0,21,2,2
245714,Medium/Medium,70,78,80.0,63.0,66.0,70.0,37.0,53.0,28,3,3
245785,Medium/Medium,70,73,48.0,36.0,55.0,55.0,69.0,75.0,69,2,3
245999,High/High,70,81,79.0,65.0,65.0,69.0,37.0,64.0,47,3,3
246006,High/High,70,77,69.0,54.0,62.0,68.0,65.0,71.0,74,2,3
246033,Medium/Medium,70,80,61.0,57.0,61.0,65.0,66.0,75.0,63,2,3
246070,Medium/Medium,70,82,72.0,70.0,65.0,71.0,50.0,60.0,48,3,3
246106,Medium/Medium,70,78,79.0,50.0,57.0,69.0,65.0,66.0,67,2,3
246155,Medium/High,70,80,80.0,56.0,63.0,67.0,65.0,68.0,64,3,3
246164,High/Medium,70,75,68.0,53.0,53.0,57.0,68.0,80.0,71,2,4
246169,Medium/Medium,70,80,60.0,70.0,71.0,71.0,16.0,57.0,15,3,2
246237,Medium/Medium,70,77,79.0,68.0,63.0,73.0,32.0,64.0,25,3,3
246255,Medium/Medium,70,79,69.0,54.0,66.0,67.0,70.0,55.0,70,2,3
246263,High/Medium,70,80,77.0,36.0,52.0,69.0,67.0,75.0,69,2,2
246279,Medium/Medium,70,76,73.0,39.0,55.0,64.0,68.0,67.0,69,2,3
246316,High/Low,70,74,87.0,62.0,64.0,70.0,53.0,63.0,60,3,3
246321,High/Low,70,75,89.0,72.0,60.0,70.0,39.0,65.0,41,3,3
246398,Medium/Medium,70,76,,,,,,,13,1,3
246403,High/Medium,70,70,87.0,48.0,59.0,63.0,65.0,70.0,62,3,2
246405,High/Low,70,74,79.0,69.0,49.0,71.0,20.0,64.0,12,3,4
246431,Medium/Low,70,82,83.0,62.0,63.0,72.0,33.0,50.0,39,4,3
246444,High/Medium,70,75,75.0,55.0,63.0,65.0,70.0,72.0,66,2,3
246562,High/Medium,70,74,91.0,67.0,64.0,70.0,61.0,73.0,59,2,3
246666,Medium/Medium,70,82,72.0,40.0,59.0,74.0,67.0,58.0,68,2,2
246690,High/Low,70,75,69.0,69.0,52.0,68.0,22.0,64.0,15,3,3
246696,Medium/High,70,70,81.0,31.0,46.0,55.0,70.0,75.0,70,2,2
246716,Medium/High,70,73,66.0,52.0,58.0,61.0,71.0,74.0,66,2,3
246732,High/Low,70,78,81.0,70.0,58.0,69.0,24.0,70.0,16,3,3
246755,Medium/Medium,70,79,82.0,68.0,58.0,71.0,31.0,66.0,18,2,3
246771,High/Medium,70,73,71.0,67.0,67.0,71.0,52.0,61.0,53,3,3
246885,High/High,70,77,77.0,59.0,66.0,68.0,68.0,76.0,72,2,2
246928,High/Low,70,79,74.0,60.0,69.0,70.0,41.0,51.0,38,3,3
246947,Medium/Medium,70,78,62.0,56.0,66.0,67.0,68.0,63.0,66,3,2
247072,Medium/Medium,70,70,,,,,,,11,1,3
247106,High/Medium,70,82,88.0,61.0,67.0,74.0,58.0,69.0,64,3,3
247148,Low/High,70,70,50.0,26.0,45.0,47.0,70.0,80.0,66,2,3
247156,High/Medium,70,77,81.0,53.0,59.0,68.0,66.0,64.0,65,2,3
247185,High/High,70,79,63.0,66.0,68.0,69.0,66.0,72.0,72,3,3
247279,High/Medium,70,74,68.0,68.0,50.0,66.0,29.0,81.0,23,2,3
247361,High/High,70,81,80.0,62.0,63.0,73.0,50.0,56.0,41,3,3
247412,Medium/Medium,70,82,77.0,35.0,61.0,68.0,69.0,70.0,71,2,4
247458,Medium/Medium,70,76,72.0,53.0,61.0,73.0,65.0,69.0,67,3,4
247671,High/Low,70,70,85.0,53.0,70.0,70.0,60.0,52.0,64,3,2
247723,Medium/Medium,70,78,76.0,56.0,68.0,68.0,48.0,53.0,53,2,3
247870,Low/Medium,70,79,64.0,47.0,65.0,69.0,67.0,64.0,63,2,3
247972,High/Low,70,77,81.0,69.0,70.0,72.0,60.0,74.0,59,3,4
248021,Medium/High,70,72,70.0,37.0,46.0,54.0,70.0,76.0,71,2,3
248053,Medium/Medium,70,78,75.0,57.0,61.0,67.0,66.0,62.0,72,2,3
248060,High/Medium,70,76,90.0,65.0,65.0,71.0,33.0,58.0,35,3,4
248091,Medium/Medium,70,70,,,,,,,15,1,3
248297,Medium/Medium,70,70,42.0,55.0,71.0,61.0,62.0,82.0,64,2,4
248698,Medium/Medium,70,80,71.0,30.0,50.0,52.0,71.0,72.0,70,2,2
248775,High/High,70,71,73.0,71.0,53.0,68.0,30.0,71.0,21,3,3
250807,Medium/Medium,70,79,75.0,69.0,64.0,72.0,36.0,65.0,34,4,3
250858,Low/High,70,73,66.0,51.0,57.0,55.0,70.0,83.0,68,2,3
250997,Medium/Medium,70,80,61.0,49.0,66.0,65.0,69.0,73.0,65,2,3
251138,Medium/High,70,70,64.0,35.0,46.0,51.0,69.0,79.0,72,2,3
251287,High/Medium,70,78,72.0,59.0,67.0,73.0,67.0,65.0,71,3,2
251377,High/High,70,78,75.0,65.0,66.0,75.0,60.0,69.0,62,3,3
251401,Medium/Medium,70,81,79.0,57.0,62.0,77.0,42.0,61.0,37,4,3
251429,Medium/High,70,76,66.0,38.0,55.0,58.0,73.0,74.0,72,2,3
251438,High/Medium,70,80,80.0,59.0,67.0,72.0,65.0,66.0,70,3,3
251511,Medium/Medium,70,71,,,,,,,10,1,3
251530,High/Medium,70,80,86.0,52.0,64.0,72.0,61.0,74.0,62,3,4
251613,High/High,70,78,84.0,45.0,58.0,65.0,63.0,68.0,65,2,3
251763,High/Medium,70,75,80.0,67.0,66.0,69.0,33.0,61.0,29,2,3
251873,High/Low,70,85,84.0,66.0,65.0,78.0,19.0,50.0,11,4,3
252001,Low/High,70,77,71.0,42.0,62.0,63.0,70.0,75.0,69,2,3
252037,Medium/High,70,85,73.0,70.0,46.0,72.0,22.0,63.0,16,3,4
252139,Medium/Medium,70,78,66.0,67.0,68.0,72.0,55.0,67.0,38,3,3
252146,Medium/Medium,70,77,74.0,52.0,60.0,65.0,67.0,62.0,73,2,2
252208,High/Medium,70,81,85.0,49.0,59.0,70.0,66.0,58.0,64,2,3
252239,High/High,70,80,70.0,57.0,72.0,73.0,58.0,65.0,61,3,3
252541,Medium/Medium,70,80,69.0,54.0,71.0,73.0,62.0,64.0,56,3,4
252711,High/High,70,71,83.0,59.0,65.0,68.0,60.0,72.0,61,3,3
252974,High/Low,70,77,78.0,65.0,64.0,76.0,39.0,65.0,34,4,2
253218,High/Medium,70,70,59.0,42.0,57.0,58.0,67.0,65.0,65,2,2
253251,Medium/High,70,80,66.0,48.0,62.0,59.0,68.0,71.0,62,2,3
253275,Medium/High,70,71,72.0,42.0,64.0,65.0,68.0,72.0,65,3,4
253278,Low/Medium,70,79,69.0,40.0,50.0,55.0,71.0,71.0,71,2,2
253283,High/Medium,70,86,79.0,63.0,65.0,74.0,27.0,61.0,18,3,3
253294,High/Medium,70,73,80.0,37.0,50.0,59.0,65.0,86.0,74,2,2
253321,High/Medium,70,71,64.0,56.0,65.0,59.0,70.0,73.0,64,2,2
253322,High/Medium,70,70,76.0,63.0,68.0,69.0,66.0,68.0,60,2,2
253376,Medium/Medium,70,80,78.0,34.0,52.0,60.0,70.0,72.0,72,2,3
253619,High/Medium,70,80,64.0,64.0,65.0,67.0,63.0,58.0,59,2,2
253718,High/Low,70,77,69.0,73.0,50.0,60.0,25.0,63.0,17,3,3
253890,High/Medium,70,70,82.0,44.0,64.0,67.0,63.0,70.0,62,3,3
253929,Medium/Low,70,72,72.0,70.0,61.0,67.0,38.0,73.0,36,2,3
254028,Low/High,70,70,59.0,43.0,53.0,60.0,70.0,72.0,65,2,2
254229,High/Medium,70,70,77.0,48.0,64.0,64.0,64.0,72.0,65,3,3
254714,Medium/Medium,70,74,,,,,,,14,1,2
254894,High/Medium,70,75,71.0,72.0,56.0,68.0,31.0,65.0,26,4,3
254910,High/Medium,70,74,73.0,66.0,67.0,71.0,40.0,60.0,46,3,3
254928,Medium/High,70,78,76.0,50.0,62.0,63.0,68.0,75.0,65,2,4
255001,Medium/Medium,70,87,67.0,49.0,68.0,73.0,62.0,64.0,66,3,4
255268,Medium/Medium,70,80,69.0,63.0,62.0,71.0,57.0,69.0,46,4,4
255353,High/Medium,70,71,78.0,60.0,66.0,77.0,57.0,61.0,50,4,5
255409,High/Medium,70,77,75.0,70.0,62.0,69.0,32.0,74.0,25,3,3
255487,High/Medium,70,70,74.0,65.0,66.0,71.0,58.0,72.0,51,3,2
255578,Medium/Low,70,72,70.0,70.0,52.0,68.0,26.0,74.0,21,3,2
255963,Medium/Medium,70,72,66.0,55.0,68.0,70.0,67.0,62.0,65,3,3
256197,Medium/Medium,70,80,75.0,27.0,58.0,60.0,70.0,69.0,70,2,2
256268,Medium/Medium,70,84,75.0,68.0,53.0,70.0,29.0,70.0,23,3,3
256343,Low/Medium,70,77,73.0,41.0,55.0,60.0,71.0,69.0,70,2,3
256675,High/Low,70,79,86.0,68.0,59.0,76.0,29.0,54.0,21,4,3
257208,High/Medium,70,83,82.0,68.0,63.0,73.0,17.0,60.0,12,3,4
257234,High/Medium,70,80,77.0,61.0,67.0,71.0,64.0,68.0,68,2,3
257271,Medium/High,70,83,64.0,52.0,64.0,67.0,67.0,68.0,68,2,3
257293,Medium/High,70,78,65.0,60.0,64.0,67.0,67.0,75.0,65,2,2
258027,Medium/Medium,70,73,68.0,70.0,52.0,64.0,28.0,72.0,19,2,3
258090,High/High,70,76,77.0,49.0,59.0,69.0,63.0,68.0,67,2,3
258128,Medium/Low,70,79,71.0,60.0,70.0,71.0,60.0,51.0,65,2,3
258332,High/Medium,70,70,73.0,50.0,65.0,69.0,66.0,70.0,70,2,3
258333,High/Medium,70,72,73.0,35.0,56.0,66.0,71.0,66.0,71,2,3
258334,Medium/Medium,70,71,70.0,62.0,67.0,70.0,65.0,68.0,66,2,3
258433,High/High,70,81,74.0,58.0,68.0,73.0,65.0,70.0,65,2,3
258478,High/Medium,70,76,78.0,67.0,67.0,68.0,60.0,69.0,64,2,3
258608,High/Medium,70,77,87.0,63.0,62.0,76.0,29.0,62.0,29,3,5
258685,High/Medium,70,79,77.0,69.0,57.0,71.0,25.0,69.0,13,4,2
258881,High/High,70,77,84.0,64.0,65.0,71.0,67.0,70.0,70,3,3
258942,High/Low,70,85,82.0,63.0,65.0,75.0,35.0,53.0,30,3,3
259047,Medium/Medium,70,76,78.0,62.0,64.0,70.0,64.0,68.0,65,2,4
259345,High/Low,70,75,87.0,72.0,54.0,72.0,24.0,61.0,19,3,4
259675,High/Medium,70,78,67.0,60.0,62.0,68.0,68.0,69.0,68,3,3
259681,High/Medium,70,82,73.0,65.0,65.0,72.0,37.0,53.0,41,3,4
259788,Medium/Medium,70,78,77.0,56.0,59.0,68.0,69.0,77.0,68,2,4
259868,Medium/Medium,70,82,67.0,63.0,68.0,71.0,65.0,58.0,66,2,3
259962,High/Medium,70,75,66.0,71.0,50.0,68.0,27.0,56.0,20,3,2
260136,Medium/Medium,70,80,68.0,37.0,47.0,54.0,73.0,68.0,69,2,2
260407,Medium/Medium,70,81,84.0,68.0,60.0,74.0,30.0,64.0,23,4,4
261050,High/Medium,70,86,78.0,61.0,63.0,76.0,31.0,44.0,33,4,2
261082,Medium/Medium,70,83,69.0,59.0,67.0,71.0,59.0,62.0,62,2,2
261307,High/Low,70,79,83.0,65.0,60.0,75.0,37.0,56.0,38,3,3
262081,High/Medium,70,80,80.0,61.0,63.0,71.0,24.0,63.0,18,4,4
262430,High/Medium,70,73,77.0,67.0,64.0,73.0,33.0,52.0,26,3,4
262435,Medium/Medium,70,71,59.0,41.0,64.0,61.0,72.0,57.0,74,2,3
263377,High/Medium,70,79,77.0,66.0,63.0,75.0,34.0,56.0,35,3,3
264335,High/Medium,70,81,66.0,64.0,73.0,71.0,54.0,69.0,43,2,4
18115,Medium/Medium,69,69,57.0,51.0,56.0,57.0,70.0,71.0,67,2,3
48745,Low/High,69,69,32.0,54.0,59.0,60.0,71.0,64.0,63,2,3
49674,Medium/Medium,69,69,38.0,71.0,61.0,65.0,44.0,76.0,38,3,4
108061,Medium/Medium,69,69,47.0,63.0,71.0,65.0,70.0,70.0,71,2,3
115909,Medium/Low,69,69,70.0,70.0,61.0,72.0,29.0,61.0,14,3,3
138798,Medium/Medium,69,69,,,,,,,14,1,2
139668,Medium/Medium,69,69,,,,,,,14,1,3
140498,Medium/Medium,69,69,,,,,,,13,1,3
142616,Medium/Medium,69,69,,,,,,,11,1,3
147846,Medium/High,69,69,50.0,52.0,53.0,54.0,69.0,78.0,66,2,3
149064,High/High,69,69,60.0,49.0,62.0,65.0,70.0,64.0,70,3,2
149309,Medium/Medium,69,69,,,,,,,12,1,1
152536,Low/High,69,69,49.0,68.0,64.0,66.0,68.0,77.0,66,3,2
152814,High/Medium,69,69,52.0,71.0,63.0,66.0,29.0,71.0,19,3,3
153066,Medium/Medium,69,69,64.0,61.0,65.0,72.0,68.0,66.0,69,3,4
157515,Medium/Medium,69,69,67.0,58.0,66.0,64.0,67.0,67.0,68,2,2
162900,Medium/High,69,69,50.0,50.0,72.0,69.0,63.0,80.0,65,2,3
163619,High/High,69,69,82.0,60.0,64.0,70.0,64.0,71.0,64,3,4
164470,Medium/Medium,69,69,35.0,70.0,69.0,62.0,69.0,69.0,69,2,4
164471,Medium/Medium,69,69,32.0,73.0,52.0,62.0,33.0,80.0,19,2,3
164505,Medium/Medium,69,69,,,,,,,14,1,2
164559,High/High,69,69,32.0,72.0,59.0,65.0,47.0,74.0,33,2,4
165735,Medium/Medium,69,69,,,,,,,13,1,2
167931,Medium/Medium,69,69,,,,,,,15,1,2
171574,Medium/Medium,69,69,,,,,,,11,1,3
173040,High/Medium,69,69,72.0,68.0,68.0,71.0,36.0,60.0,21,3,4
173130,Medium/Medium,69,69,78.0,61.0,73.0,72.0,57.0,60.0,49,3,3
173450,High/Medium,69,69,76.0,44.0,61.0,63.0,65.0,75.0,64,3,2
173671,Medium/High,69,69,34.0,37.0,48.0,48.0,68.0,78.0,63,2,2
176062,Medium/Medium,69,69,47.0,65.0,73.0,66.0,55.0,68.0,55,3,4
176389,Medium/Medium,69,69,,,,,,,12,1,3
176542,Medium/Medium,69,69,75.0,71.0,58.0,67.0,42.0,60.0,40,3,3
176841,High/Medium,69,69,53.0,67.0,57.0,63.0,40.0,82.0,26,3,4
177129,Low/High,69,69,53.0,54.0,61.0,57.0,71.0,72.0,70,2,2
177279,Medium/Medium,69,69,68.0,64.0,70.0,68.0,59.0,75.0,51,3,2
177571,Medium/High,69,69,43.0,45.0,50.0,52.0,72.0,68.0,65,2,4
179731,Medium/High,69,69,63.0,61.0,71.0,67.0,62.0,69.0,60,3,3
179899,High/Medium,69,69,63.0,60.0,68.0,66.0,65.0,66.0,62,3,2
180174,High/Medium,69,69,79.0,56.0,60.0,66.0,63.0,73.0,63,3,4
180337,Medium/Medium,69,69,,,,,,,13,1,2
180409,Medium/High,69,69,38.0,59.0,57.0,58.0,72.0,77.0,68,2,3
181971,Medium/Medium,69,69,67.0,63.0,70.0,63.0,65.0,73.0,65,3,3
182091,High/Medium,69,69,85.0,69.0,62.0,72.0,32.0,71.0,22,3,3
182862,Medium/Medium,69,69,57.0,59.0,66.0,68.0,69.0,62.0,73,2,3
183220,Medium/Medium,69,69,37.0,69.0,73.0,72.0,55.0,56.0,55,3,3
183339,High/High,69,69,76.0,69.0,66.0,67.0,59.0,76.0,58,3,3
183449,High/High,69,69,68.0,59.0,68.0,65.0,68.0,74.0,67,2,2
183453,Medium/Medium,69,69,60.0,65.0,62.0,63.0,68.0,85.0,66,3,2
183475,Medium/Medium,69,69,,,,,,,13,1,2
183567,Medium/Medium,69,69,,,,,,,13,1,3
183578,Medium/Medium,69,69,60.0,33.0,45.0,43.0,71.0,69.0,65,2,3
183706,Medium/Medium,69,69,65.0,71.0,68.0,63.0,33.0,76.0,21,3,4
183743,Medium/Medium,69,69,,,,,,,12,1,3
183973,Medium/High,69,69,52.0,43.0,55.0,55.0,69.0,78.0,69,2,3
184084,Medium/Medium,69,69,,,,,,,10,1,3
184167,Medium/Medium,69,69,,,,,,,19,1,3
184338,High/Medium,69,69,54.0,49.0,58.0,61.0,70.0,72.0,70,2,3
184469,Medium/High,69,69,59.0,69.0,68.0,67.0,65.0,70.0,68,3,5
184624,Medium/Low,69,69,60.0,70.0,53.0,63.0,39.0,62.0,26,2,3
184781,Medium/Medium,69,69,,,,,,,12,1,2
184890,Medium/Medium,69,69,73.0,66.0,67.0,72.0,44.0,60.0,25,3,3
184990,High/Medium,69,69,80.0,59.0,61.0,70.0,61.0,70.0,62,2,3
185260,High/Medium,69,69,52.0,70.0,67.0,70.0,31.0,73.0,24,3,4
185405,Medium/Medium,69,69,,,,,,,11,1,2
186139,Medium/Medium,69,69,52.0,61.0,72.0,66.0,66.0,69.0,64,3,3
186267,High/Medium,69,69,75.0,54.0,64.0,67.0,61.0,71.0,64,3,3
186452,Medium/Medium,69,69,43.0,75.0,68.0,67.0,59.0,72.0,51,2,4
186553,High/Low,69,69,71.0,61.0,65.0,68.0,65.0,72.0,67,3,3
186562,High/Medium,69,69,70.0,67.0,57.0,62.0,50.0,84.0,48,2,3
186783,Medium/High,69,69,73.0,66.0,65.0,70.0,53.0,63.0,38,3,3
186982,High/Medium,69,69,70.0,63.0,71.0,70.0,65.0,67.0,68,3,3
187013,Medium/Medium,69,69,38.0,50.0,64.0,60.0,70.0,72.0,68,2,3
