sofifa_id,preferred_foot,body_type,age,height_cm,weight_kg
240754,Right,Lean (170-185),25,175,66
240915,Left,Lean (185+),21,185,79
241187,Right,Normal (185+),20,185,73
241497,Right,Lean (170-),22,170,62
241707,Left,Lean (185+),22,187,79
241907,Right,Normal (170-),23,170,68
242118,Left,Lean (170-185),24,174,66
242348,Right,Normal (185+),27,188,82
242374,Right,Lean (170-185),22,183,70
242380,Right,Lean (170-185),24,178,66
242578,Left,Normal (185+),20,194,75
242663,Right,Lean (185+),22,191,83
242664,Right,Lean (170-185),22,180,72
242816,Right,Lean (170-),21,169,56
243007,Right,Normal (170-185),28,179,76
244261,Left,Lean (170-185),23,179,75
244316,Right,Normal (185+),22,190,82
244373,Right,Lean (170-185),28,175,68
244374,Right,Lean (170-185),22,177,67
244380,Left,Normal (170-185),22,180,71
244393,Right,Lean (170-185),23,181,73
244749,Left,Lean (185+),25,188,76
244778,Left,Lean (170-185),21,183,77
244915,Left,Normal (185+),22,191,85
244960,Right,Normal (170-185),24,174,65
245388,Right,Lean (185+),21,190,88
246618,Right,Normal (185+),18,188,86
246708,Right,Normal (170-185),27,184,76
246785,Left,Lean (170-185),20,175,65
246791,Right,Normal (170-),21,170,67
247641,Left,Lean (170-185),21,175,73
251221,Right,Normal (170-185),25,183,77
251528,Left,Lean (170-185),24,182,74
251566,Right,Lean (170-185),20,179,75
251804,Right,Normal (170-185),20,175,62
253004,Right,Unique,18,178,66
253072,Right,Normal (185+),22,187,80
253124,Right,Normal (170-185),22,183,74
253290,Left,Lean (170-185),23,181,70
257179,Left,Normal (185+),19,186,77
137242,Right,Normal (170-185),37,183,75
138703,Left,Normal (170-185),40,174,69
142707,Right,Normal (170-185),38,174,74
142902,Right,Normal (185+),37,190,92
146947,Left,Lean (185+),28,191,84
149185,Right,Normal (170-185),36,181,79
152879,Right,Normal (170-185),34,177,76
152912,Right,Normal (170-185),40,182,79
153048,Right,Lean (170-185),30,184,69
153275,Right,Stocky (170-185),35,180,75
156412,Right,Normal (170-185),40,184,84
157301,Right,Normal (170-185),34,185,85
157304,Left,Normal (170-185),35,183,80
158144,Right,Normal (170-185),37,178,71
158626,Right,Normal (170-185),35,176,76
161938,Right,Normal (185+),36,185,75
162328,Right,Normal (185+),37,188,88
163301,Right,Normal (170-185),35,184,81
164878,Right,Lean (170-185),35,175,70
165536,Right,Normal (170-185),35,184,82
169595,Left,Normal (170-185),30,174,76
169697,Right,Normal (185+),34,188,78
171828,Right,Normal (170-185),36,176,71
171875,Left,Lean (170-185),32,181,72
171972,Right,Normal (170-185),33,178,66
171975,Right,Stocky (170-185),36,179,74
172203,Right,Normal (185+),33,201,93
173030,Right,Normal (170-185),33,180,79
173546,Right,Normal (185+),32,192,74
175895,Right,Stocky (185+),32,185,79
175932,Right,Normal (185+),32,186,77
176376,Right,Lean (170-185),36,180,76
176693,Right,Stocky (170-185),34,183,88
176733,Right,Lean (170-185),34,184,74
176944,Right,Stocky (185+),33,194,85
177019,Right,Lean (170-185),33,182,73
177358,Right,Lean (185+),31,186,79
178090,Right,Stocky (170-185),33,176,79
178091,Right,Normal (185+),31,186,90
178253,Left,Lean (170-185),34,173,65
178424,Left,Normal (170-185),34,176,70
179752,Left,Normal (185+),38,193,87
179847,Right,Normal (185+),34,195,85
180175,Right,Normal (170-185),31,175,72
180819,Right,Lean (170-185),33,178,73
181271,Right,Lean (170-185),32,182,74
183129,Left,Normal (170-185),31,185,88
183285,Left,Normal (185+),31,187,83
183376,Right,Normal (170-185),32,183,80
183427,Left,Lean (170-185),31,174,78
183580,Right,Normal (185+),32,188,82
183714,Right,Normal (185+),33,192,83
183895,Right,Normal (170-),34,158,56
184111,Right,Lean (185+),30,190,83
184575,Left,Normal (170-185),32,173,70
184606,Right,Lean (170-185),33,180,72
184873,Right,Stocky (170-185),34,184,87
184881,Right,Normal (170-185),31,176,75
184999,Right,Normal (170-185),32,180,78
185068,Left,Normal (170-185),31,178,76
185174,Right,Normal (170-185),31,182,77
185195,Right,Stocky (170-185),32,183,73
185422,Right,Normal (170-185),29,184,82
185431,Right,Lean (185+),33,187,79
186347,Left,Normal (170-185),31,173,75
186351,Right,Normal (185+),31,188,78
186551,Right,Lean (170-),32,165,64
186569,Right,Normal (185+),32,192,87
186684,Right,Normal (185+),32,186,71
186905,Right,Normal (185+),31,186,84
188038,Right,Normal (185+),32,186,80
188268,Right,Normal (170-),33,169,67
188942,Right,Stocky (185+),30,188,79
189165,Right,Normal (170-185),29,184,80
189177,Left,Stocky (170-),29,170,72
189218,Right,Normal (170-185),29,182,72
189224,Right,Normal (185+),34,187,75
189296,Left,Normal (185+),32,194,92
189324,Right,Lean (185+),31,193,79
189433,Left,Normal (185+),31,193,86
189456,Left,Lean (185+),29,188,73
189485,Right,Lean (170-185),31,173,66
189860,Right,Normal (170-185),30,174,61
189908,Right,Normal (185+),30,187,84
190059,Right,Normal (170-185),29,182,74
190113,Right,Normal (185+),32,196,92
190223,Left,Normal (170-185),33,177,77
190324,Right,Normal (185+),30,188,84
190456,Right,Normal (170-185),30,175,67
190544,Right,Lean (170-185),29,182,80
190581,Left,Lean (170-185),30,172,65
190734,Right,Lean (185+),31,194,80
190778,Right,Normal (185+),30,189,88
191076,Left,Normal (170-185),30,179,77
191135,Right,Lean (170-185),30,180,79
191164,Left,Lean (170-185),31,179,74
192086,Right,Normal (170-185),30,184,83
192129,Right,Normal (185+),32,188,87
192270,Right,Lean (170-185),31,184,75
192427,Right,Lean (170-185),32,172,67
192667,Right,Lean (185+),33,189,80
192722,Right,Normal (170-185),34,178,76
192955,Right,Lean (170-185),31,183,82
193107,Left,Normal (185+),34,187,79
193133,Right,Normal (170-185),30,180,82
193152,Right,Stocky (185+),33,187,89
193158,Right,Lean (185+),29,185,79
194201,Right,Normal (185+),30,194,86
194644,Right,Lean (170-185),30,175,73
194904,Right,Normal (185+),30,191,102
195038,Right,Lean (170-185),28,176,71
195202,Left,Normal (185+),30,186,84
196069,Right,Normal (170-),36,170,67
196889,Left,Normal (170-185),28,174,72
197756,Right,Normal (170-185),29,182,81
197891,Right,Lean (170-185),28,172,69
198032,Left,Lean (185+),29,198,87
198143,Right,Normal (170-185),30,174,68
198451,Right,Normal (170-185),33,178,71
198640,Right,Normal (170-185),28,175,65
198653,Right,Normal (185+),38,186,80
198683,Left,Normal (170-185),29,181,75
198861,Right,Stocky (170-),29,167,73
198904,Right,Normal (185+),29,187,81
199158,Right,Lean (170-185),29,183,74
199247,Right,Lean (170-185),28,182,72
199493,Right,Lean (185+),31,187,77
199626,Right,Normal (170-185),31,174,70
199792,Right,Lean (170-185),31,175,68
199986,Right,Normal (170-185),34,178,76
200054,Right,Lean (185+),29,185,75
200223,Right,Lean (170-185),27,175,76
200318,Left,Lean (185+),29,185,72
200353,Right,Stocky (185+),29,187,91
200519,Right,Normal (185+),30,186,72
200630,Right,Stocky (170-185),29,175,77
200759,Left,Normal (170-185),28,178,72
201046,Right,Normal (170-185),29,184,73
201303,Right,Lean (170-185),29,177,65
201860,Right,Normal (185+),31,185,85
201862,Left,Normal (185+),31,186,82
201931,Right,Normal (185+),28,193,90
201939,Right,Normal (185+),28,189,86
201988,Right,Normal (185+),32,190,83
202089,Left,Lean (185+),30,190,80
202445,Right,Normal (185+),27,188,83
202848,Right,Normal (170-185),27,176,72
202858,Right,Normal (170-185),29,174,74
203038,Right,Normal (170-185),27,182,73
203067,Right,Normal (170-185),35,172,68
203106,Right,Lean (170-),27,170,62
203362,Right,Normal (170-185),26,178,70
203570,Right,Lean (170-185),30,183,81
203736,Right,Stocky (185+),29,185,88
203775,Right,Normal (185+),28,189,87
204451,Right,Normal (170-185),26,184,79
204472,Right,Lean (170-185),29,177,69
204539,Right,Normal (170-185),31,180,80
204688,Left,Stocky (170-185),30,183,78
204713,Left,Normal (170-185),29,178,78
204936,Right,Normal (185+),28,185,75
204977,Right,Lean (170-185),32,173,73
205114,Right,Normal (170-),33,169,69
205257,Right,Stocky (170-185),28,173,78
205343,Right,Lean (170-185),28,180,70
205402,Right,Normal (170-185),27,178,73
205531,Right,Lean (170-185),27,181,70
205850,Right,Normal (185+),32,188,85
205855,Right,Normal (170-185),27,182,80
205895,Right,Normal (170-185),30,175,73
205953,Right,Normal (170-185),30,171,71
205965,Right,Normal (170-185),29,180,72
205989,Right,Normal (170-185),26,182,82
206114,Right,Lean (170-185),26,181,69
206594,Left,Lean (170-185),26,180,77
207441,Right,Normal (170-185),27,173,61
207471,Left,Normal (185+),32,187,82
207616,Right,Normal (185+),26,191,75
207683,Right,Lean (185+),28,189,75
207707,Left,Normal (170-185),32,178,72
207790,Right,Normal (170-185),26,184,84
207807,Right,Stocky (170-),27,163,70
207935,Right,Normal (185+),34,191,86
207939,Right,Lean (185+),31,185,78
207993,Left,Stocky (170-185),28,183,82
208520,Right,Normal (185+),31,185,78
208615,Right,Normal (185+),28,196,88
208919,Left,Lean (170-),25,169,68
209289,Left,Normal (170-),27,170,70
209430,Right,Stocky (170-185),28,181,73
209781,Left,Lean (170-185),34,181,73
209782,Right,Normal (170-185),28,180,70
210136,Right,Lean (170-185),27,183,77
210281,Right,Normal (170-185),39,184,74
210603,Right,Lean (170-),29,170,64
210619,Left,Lean (170-185),27,178,71
210635,Left,Normal (185+),25,191,77
210648,Right,Normal (185+),30,193,88
210761,Right,Normal (170-185),27,175,71
211093,Left,Normal (170-185),28,174,74
211101,Right,Lean (185+),25,189,80
211119,Left,Lean (170-185),33,178,76
211267,Right,Normal (170-185),28,174,71
211348,Right,Normal (185+),27,188,84
211382,Right,Normal (170-185),28,183,81
211506,Right,Lean (170-185),26,182,73
211706,Right,Lean (170-185),28,177,70
211738,Right,Normal (185+),28,195,87
211862,Right,Normal (185+),30,185,80
211899,Right,Normal (185+),30,187,86
212212,Right,Normal (170-185),27,183,80
212253,Right,Normal (185+),28,189,84
212287,Right,Normal (185+),27,191,87
212432,Right,Lean (185+),29,189,75
212541,Left,Lean (170-185),34,181,68
212811,Right,Normal (170-185),27,184,85
213242,Right,Normal (170-185),27,180,78
213367,Right,Normal (170-),28,170,65
213404,Right,Lean (185+),26,189,80
213629,Right,Lean (185+),27,187,74
213654,Right,Lean (170-185),25,183,73
213666,Right,Stocky (185+),25,191,88
213689,Right,Lean (170-185),26,176,71
213814,Right,Lean (170-185),27,171,75
213899,Left,Stocky (170-185),28,181,84
213917,Right,Normal (185+),27,187,81
213928,Left,Lean (185+),26,186,76
213991,Right,Normal (170-185),26,179,70
214076,Left,Normal (170-185),37,184,88
214132,Right,Stocky (170-),30,165,68
214169,Left,Normal (170-185),31,184,78
214572,Right,Normal (170-185),32,180,72
214601,Right,Normal (170-185),29,180,72
214639,Right,Stocky (185+),32,185,78
214763,Right,Normal (170-185),36,184,82
215061,Right,Normal (170-185),31,177,75
215103,Right,Stocky (170-),35,169,72
215135,Right,Normal (170-185),34,181,74
215147,Right,Normal (170-185),27,184,79
215202,Right,Normal (170-),26,169,67
215228,Right,Normal (185+),31,192,93
215251,Left,Normal (185+),29,187,67
215443,Right,Normal (170-185),26,175,70
215449,Left,Normal (185+),25,185,81
215466,Right,Normal (185+),29,193,87
215716,Right,Stocky (185+),26,189,90
215798,Left,Lean (170-185),24,179,69
216158,Right,Normal (170-185),28,183,79
216266,Right,Normal (170-185),25,180,71
216283,Left,Normal (170-),29,170,72
216380,Left,Lean (170-185),25,179,67
216447,Left,Lean (170-),28,167,61
216452,Right,Normal (170-185),26,184,79
216466,Left,Normal (170-185),27,176,72
216700,Right,Lean (170-185),28,181,80
216774,Left,Lean (185+),27,188,77
216814,Right,Lean (170-185),27,182,80
216816,Right,Normal (170-185),25,181,81
216820,Right,Normal (170-),25,168,69
217097,Right,Normal (170-),28,169,62
217235,Right,Normal (170-185),33,178,70
218868,Right,Lean (170-185),31,178,68
219087,Left,Normal (170-185),24,180,75
219466,Left,Lean (170-185),26,174,64
219576,Right,Normal (185+),29,187,79
219686,Right,Normal (170-185),25,172,69
219732,Right,Lean (170-185),26,172,75
219797,Right,Normal (170-185),27,180,89
219835,Left,Normal (170-185),33,175,68
220295,Right,Normal (170-185),31,177,74
220604,Right,Lean (185+),30,185,73
220633,Right,Lean (170-185),25,183,75
220710,Left,Normal (170-185),24,173,70
220876,Right,Lean (170-185),24,180,70
220905,Left,Normal (185+),27,186,71
220948,Right,Normal (185+),30,189,80
221014,Left,Lean (185+),25,186,72
221016,Left,Normal (170-185),29,184,76
221053,Left,Stocky (170-185),27,174,79
221125,Right,Normal (170-185),25,179,79
221269,Left,Normal (170-185),24,182,79
221284,Right,Normal (170-185),28,180,75
221342,Right,Normal (170-185),23,172,70
221422,Right,Normal (185+),27,188,83
221430,Right,Normal (170-185),27,182,80
221445,Right,Lean (170-185),29,174,66
221634,Right,Normal (170-),27,161,59
221639,Right,Normal (170-185),27,180,76
221671,Left,Lean (170-185),28,180,70
221919,Right,Normal (170-185),26,176,72
222123,Right,Normal (185+),28,185,86
222148,Right,Lean (170-185),26,181,75
222429,Right,Lean (170-),25,166,60
222511,Right,Lean (185+),26,188,83
222994,Left,Normal (170-185),27,178,71
223058,Right,Lean (170-185),28,182,74
223061,Left,Normal (170-),27,165,62
223197,Right,Normal (185+),24,187,78
223570,Right,Lean (185+),24,185,73
223671,Right,Lean (185+),24,189,82
223710,Left,Normal (185+),27,194,86
223885,Right,Normal (185+),24,193,88
223922,Left,Normal (185+),28,186,79
224030,Right,Lean (170-),23,167,58
224065,Right,Normal (170-),26,167,63
224218,Right,Normal (170-185),25,175,74
224258,Right,Normal (185+),23,196,94
224294,Right,Normal (170-185),24,175,71
224425,Right,Lean (185+),26,188,81
224444,Right,Lean (170-185),27,177,68
224510,Right,Normal (170-185),27,174,74
224796,Right,Stocky (170-185),25,179,80
225028,Right,Normal (185+),28,186,77
225147,Right,Normal (170-185),25,175,76
225161,Right,Lean (170-185),24,184,79
225293,Right,Normal (185+),26,186,79
225363,Left,Normal (170-185),26,175,70
225403,Left,Normal (170-185),25,176,67
225439,Left,Lean (170-185),24,183,75
225475,Right,Lean (185+),27,188,77
225653,Right,Normal (170-185),25,184,82
225699,Right,Normal (170-185),26,174,69
225733,Right,Normal (170-185),31,177,74
225748,Right,Lean (170-185),23,177,70
225782,Right,Lean (170-185),23,177,71
226045,Left,Normal (170-185),26,176,73
226078,Right,Normal (170-185),26,180,71
226168,Right,Normal (170-185),24,181,75
226376,Left,Normal (170-185),26,171,68
226379,Right,Normal (185+),35,187,87
226380,Right,Normal (170-185),25,177,77
226515,Right,Lean (185+),29,186,79
226537,Left,Normal (170-185),27,184,79
226627,Right,Lean (170-185),26,174,67
226777,Right,Normal (185+),26,188,90
226807,Right,Normal (170-185),26,173,75
227527,Right,Normal (170-185),28,182,76
227591,Right,Stocky (170-185),29,178,80
228236,Left,Normal (185+),29,192,86
228279,Right,Normal (185+),24,193,90
228509,Right,Normal (170-185),23,184,75
228675,Right,Stocky (170-185),24,179,72
228732,Right,Stocky (185+),23,191,74
229034,Right,Normal (170-185),26,175,79
229153,Left,Stocky (170-185),23,182,78
229453,Left,Normal (170-185),24,183,78
229476,Right,Normal (185+),24,189,84
229593,Right,Normal (185+),26,186,83
229628,Right,Normal (185+),27,186,84
229659,Right,Lean (170-185),24,183,73
229749,Left,Normal (185+),26,193,70
229758,Right,Normal (170-185),27,184,74
229764,Left,Lean (170-185),24,180,76
229980,Right,Normal (185+),24,191,70
230005,Right,Lean (170-185),23,180,70
230165,Left,Normal (185+),25,188,82
230186,Left,Normal (170-185),37,177,73
230195,Right,Stocky (170-185),29,177,74
230202,Right,Normal (170-185),29,177,75
230213,Right,Normal (170-185),25,184,77
230219,Right,Lean (170-185),25,176,73
230224,Right,Normal (185+),21,192,91
230244,Left,Stocky (170-),25,168,66
230250,Right,Normal (170-185),29,177,78
230252,Left,Normal (170-185),29,178,75
230295,Right,Normal (185+),29,185,85
230323,Right,Normal (185+),25,190,88
230336,Right,Normal (170-),33,169,68
230341,Left,Normal (170-185),25,182,81
230354,Right,Normal (170-185),29,177,73
230355,Right,Normal (170-185),37,174,75
230388,Right,Normal (185+),21,191,88
230401,Right,Normal (185+),25,187,82
230423,Right,Stocky (170-185),29,177,84
230427,Right,Normal (170-185),25,172,71
230502,Left,Normal (170-185),37,180,71
230524,Right,Lean (170-185),29,178,72
230528,Right,Stocky (185+),21,188,84
230625,Left,Normal (170-185),26,183,80
230967,Right,Lean (170-),27,167,67
230975,Right,Normal (170-185),24,175,72
231150,Right,Lean (170-185),27,175,72
231227,Right,Normal (170-185),23,178,76
231280,Right,Lean (170-185),26,184,76
231355,Left,Lean (170-185),24,180,72
231591,Left,Normal (170-185),26,172,70
231612,Left,Normal (170-185),25,172,65
231627,Right,Lean (185+),24,192,75
231786,Right,Normal (185+),27,186,82
231826,Right,Lean (185+),22,185,77
231836,Right,Lean (170-185),22,171,70
232097,Right,Lean (170-185),24,180,67
232099,Right,Normal (185+),25,191,84
232132,Right,Unique,25,190,72
232241,Right,Normal (170-185),29,178,68
232670,Right,Normal (185+),33,185,83
232938,Right,Lean (185+),22,188,84
233029,Right,Stocky (170-185),30,177,68
233267,Right,Lean (185+),27,191,88
233301,Right,Normal (185+),23,187,70
233500,Right,Normal (170-185),22,172,60
233866,Right,Normal (185+),23,187,83
234045,Right,Normal (170-185),24,175,70
234102,Right,Normal (185+),24,188,78
234111,Right,Lean (185+),21,185,75
234178,Left,Normal (170-185),25,182,76
234789,Right,Normal (170-185),23,182,76
234824,Right,Lean (170-185),24,176,74
234913,Right,Lean (185+),27,185,77
235134,Right,Normal (185+),24,188,73
235172,Left,Lean (170-185),22,174,67
235389,Right,Lean (170-185),24,176,66
235467,Right,Lean (170-),26,168,65
235565,Right,Normal (185+),26,185,77
235634,Left,Normal (170-185),25,176,71
235883,Left,Lean (170-185),21,178,71
235997,Right,Normal (170-),22,165,64
236073,Left,Lean (170-185),25,181,70
236245,Right,Normal (170-185),25,180,73
236298,Right,Normal (170-185),24,180,71
236461,Right,Normal (185+),24,192,88
236699,Right,Normal (170-185),24,183,77
236804,Left,Stocky (170-185),22,184,77
236817,Right,Normal (170-185),25,181,80
236898,Right,Lean (170-185),24,183,74
236899,Right,Lean (185+),24,195,85
237034,Right,Stocky (170-185),22,176,73
237221,Right,Lean (185+),23,187,69
237321,Right,Normal (185+),23,186,79
237329,Right,Lean (185+),21,186,76
237556,Right,Normal (185+),27,191,91
237626,Right,Lean (170-185),24,180,63
237681,Left,Lean (170-185),20,173,67
237819,Right,Lean (170-185),23,179,73
237841,Right,Normal (170-185),25,183,75
237960,Right,Normal (170-185),25,176,69
238305,Right,Lean (170-185),26,180,75
238370,Right,Normal (185+),23,190,95
238581,Right,Lean (170-185),22,179,68
238858,Left,Normal (170-185),24,175,72
239335,Right,Normal (170-185),23,174,68
239529,Right,Lean (170-185),23,183,70
239592,Right,Normal (170-185),21,177,73
239795,Right,Normal (170-185),27,182,80
239837,Right,Normal (170-185),22,174,72
240060,Right,Normal (170-185),21,178,69
240115,Right,Normal (185+),24,188,78
240289,Right,Lean (170-185),25,183,71
240654,Left,Normal (170-185),23,173,75
241026,Right,Lean (170-185),22,179,74
241042,Right,Normal (170-185),20,178,70
241470,Left,Lean (185+),21,185,73
241673,Left,Normal (185+),28,186,80
241686,Right,Normal (170-),24,167,72
241827,Right,Normal (170-185),25,178,69
242236,Right,Lean (185+),24,191,78
242267,Right,Normal (170-185),25,175,69
242392,Right,Normal (185+),25,191,87
242577,Left,Lean (170-185),22,180,69
242619,Right,Normal (170-185),21,180,73
242794,Left,Lean (170-185),22,178,65
243231,Right,Normal (170-185),23,184,76
243245,Right,Normal (170-185),20,175,68
243414,Right,Lean (170-185),20,182,63
243627,Right,Lean (185+),20,186,78
243631,Right,Normal (170-185),23,178,69
243656,Right,Normal (185+),25,185,76
243715,Right,Normal (185+),20,192,85
243854,Right,Normal (185+),21,187,82
244206,Right,Normal (185+),21,186,75
244385,Right,Normal (185+),27,196,84
245235,Right,Normal (170-185),23,183,76
245426,Right,Normal (185+),21,191,78
245940,Right,Lean (185+),22,189,79
246098,Right,Lean (185+),25,192,84
246113,Left,Lean (170-185),23,176,69
246191,Right,Normal (170-),21,170,71
246836,Right,Lean (185+),23,191,84
246960,Left,Normal (170-185),19,183,75
247028,Right,Lean (185+),23,186,76
247103,Left,Lean (185+),23,188,80
247328,Right,Normal (170-185),20,176,71
247495,Right,Normal (185+),23,189,86
251182,Left,Lean (170-185),24,181,67
251470,Left,Lean (185+),20,192,79
251517,Left,Normal (185+),19,185,80
251805,Right,Normal (170-185),20,179,77
252000,Left,Lean (170-185),21,178,69
252084,Right,Normal (170-185),24,184,78
252143,Left,Lean (170-),22,169,63
252931,Right,Stocky (170-185),22,175,76
253157,Right,Lean (170-185),21,175,61
253170,Left,Normal (185+),23,192,83
253272,Right,Normal (170-185),29,179,81
254487,Right,Normal (170-185),23,175,71
254909,Left,Lean (170-185),22,174,63
255472,Left,Lean (170-185),23,172,65
256769,Left,Lean (170-185),19,173,63
256790,Right,Lean (170-185),18,180,68
257536,Right,Normal (170-185),24,184,80
259694,Right,Lean (170-185),22,184,77
261204,Right,Stocky (170-185),26,178,64
262621,Left,Lean (185+),20,199,88
132740,Right,Normal (185+),36,188,78
137506,Left,Normal (170-185),37,184,75
150724,Right,Normal (185+),34,196,91
161663,Right,Normal (170-185),38,184,84
162280,Left,Lean (170-185),34,176,73
162329,Right,Normal (170-185),36,181,78
164468,Right,Normal (185+),35,193,88
165560,Right,Normal (170-185),34,178,75
167933,Right,Normal (170-185),36,178,72
169324,Left,Normal (170-185),35,175,73
169792,Right,Lean (185+),31,185,84
170084,Right,Lean (185+),34,198,90
172143,Right,Normal (170-185),35,178,78
178031,Right,Normal (185+),33,185,83
178160,Left,Normal (170-185),34,183,79
178322,Right,Normal (170-185),33,183,75
178567,Left,Normal (170-185),32,183,87
178625,Left,Lean (170-185),33,184,76
179527,Right,Lean (185+),34,185,82
179783,Right,Stocky (185+),32,197,98
180281,Left,Normal (170-185),35,173,74
181481,Right,Stocky (185+),36,187,95
182168,Right,Lean (185+),33,195,81
182941,Right,Stocky (170-185),34,178,78
183125,Right,Stocky (170-185),33,183,90
183141,Left,Normal (185+),31,190,86
183332,Right,Lean (170-185),34,176,69
183520,Left,Normal (170-185),31,173,73
184037,Right,Normal (185+),31,191,77
184252,Right,Stocky (185+),33,188,91
184274,Right,Lean (185+),32,190,80
186143,Right,Lean (170-185),30,175,69
186302,Right,Lean (170-185),33,171,70
186392,Right,Lean (185+),31,188,83
186395,Left,Normal (170-185),31,172,76
186519,Right,Normal (185+),31,185,78
186521,Right,Normal (185+),31,192,85
186589,Right,Lean (185+),32,187,80
186648,Left,Stocky (185+),31,188,84
187132,Right,Normal (185+),31,185,77
187421,Right,Normal (170-185),32,171,78
188182,Right,Normal (185+),33,190,88
188253,Right,Normal (170-185),30,180,72
188388,Left,Normal (170-185),31,177,74
188414,Left,Normal (170-185),35,173,73
188770,Right,Normal (170-185),30,183,78
188938,Right,Normal (185+),35,186,83
189084,Right,Lean (185+),32,188,81
189127,Right,Normal (170-185),30,183,86
189172,Left,Lean (170-185),31,180,74
189225,Right,Normal (170-185),33,175,68
189358,Right,Lean (170-185),32,175,68
189484,Right,Normal (185+),30,187,77
189725,Right,Normal (170-185),31,175,67
189946,Right,Normal (170-185),31,176,70
190156,Right,Normal (170-185),32,178,72
190416,Right,Normal (185+),31,187,77
190459,Right,Normal (185+),31,189,87
190569,Right,Normal (185+),35,191,88
190653,Right,Lean (170-185),30,171,66
190854,Right,Lean (170-185),34,177,73
190982,Right,Lean (170-185),30,177,74
191783,Right,Normal (170-185),28,176,81
192073,Left,Normal (170-185),30,179,72
192087,Left,Lean (170-185),30,178,75
192371,Right,Stocky (170-185),34,176,74
192546,Left,Normal (170-185),30,183,78
192557,Left,Normal (170-185),29,181,78
192991,Right,Normal (170-185),30,183,78
193091,Left,Normal (185+),31,190,82
193247,Right,Normal (185+),30,188,82
193338,Right,Normal (170-185),30,182,80
193440,Left,Normal (170-185),31,183,77
193470,Right,Lean (170-185),29,179,74
193532,Right,Stocky (170-185),33,171,76
193738,Right,Normal (170-185),31,179,75
193847,Left,Normal (185+),33,192,86
193849,Left,Lean (170-185),30,180,62
194728,Right,Lean (185+),29,192,86
194911,Right,Normal (185+),34,190,80
194957,Right,Stocky (185+),29,185,71
195088,Right,Normal (170-185),36,180,76
195361,Right,Normal (170-185),35,179,78
196942,Left,Lean (170-185),33,178,74
197136,Right,Normal (185+),31,187,80
197900,Left,Stocky (185+),29,188,87
198023,Right,Normal (170-185),31,176,75
198077,Right,Lean (170-185),30,179,71
198331,Right,Normal (170-185),29,180,71
198352,Right,Normal (185+),29,192,88
198513,Right,Normal (170-185),29,183,78
198949,Right,Normal (170-185),29,178,77
199060,Left,Normal (170-185),33,183,77
199339,Right,Normal (185+),32,186,83
199386,Right,Normal (170-),30,170,64
199667,Left,Normal (185+),30,186,79
199692,Right,Normal (170-185),31,182,74
199833,Right,Stocky (185+),30,198,103
199909,Right,Normal (185+),33,194,92
200438,Left,Stocky (170-185),30,174,70
200446,Right,Normal (170-),32,170,70
200478,Right,Normal (185+),29,185,79
200641,Right,Normal (170-185),31,178,80
200826,Left,Lean (185+),31,188,80
200875,Right,Normal (185+),34,187,81
201269,Right,Lean (185+),28,190,80
201343,Right,Normal (185+),32,194,93
201953,Left,Normal (170-185),31,177,74
202061,Right,Normal (185+),32,186,88
202078,Right,Normal (170-185),30,175,77
202697,Right,Normal (185+),27,185,75
203502,Right,Lean (170-),28,170,68
203505,Left,Normal (170-185),27,173,75
203581,Right,Normal (170-185),29,174,65
203604,Right,Lean (185+),30,185,75
203864,Right,Lean (170-185),28,182,77
203872,Right,Normal (170-),34,168,71
204320,Right,Normal (170-185),31,174,71
204355,Left,Normal (170-185),29,183,82
204612,Left,Lean (185+),26,187,77
204738,Right,Normal (170-185),30,175,76
204757,Left,Normal (170-185),31,179,69
204850,Right,Lean (170-185),27,174,60
205193,Left,Normal (185+),26,186,84
205360,Right,Lean (170-185),28,178,65
205362,Left,Normal (185+),28,188,83
205364,Left,Normal (170-185),31,184,78
205427,Right,Normal (185+),30,190,78
205495,Right,Normal (185+),28,185,74
205633,Right,Normal (170-185),32,182,76
205897,Right,Lean (185+),26,185,80
205970,Right,Normal (170-185),27,178,70
205990,Right,Normal (170-185),26,175,72
206098,Right,Lean (170-185),28,184,72
206104,Right,Normal (185+),29,190,80
206198,Left,Stocky (185+),27,190,89
206254,Right,Lean (170-185),30,180,72
206414,Right,Normal (185+),30,186,83
207454,Right,Normal (170-),31,170,60
207555,Left,Normal (185+),28,192,84
207562,Right,Normal (185+),29,190,86
207624,Right,Normal (170-185),27,184,84
207894,Right,Normal (185+),31,188,87
207920,Right,Lean (170-185),29,183,72
207998,Right,Normal (185+),28,191,88
208137,Right,Lean (185+),26,190,77
208451,Right,Normal (170-185),27,183,77
208535,Left,Normal (170-185),28,178,78
208620,Right,Lean (170-185),28,181,76
208622,Right,Lean (185+),29,185,73
209523,Right,Lean (170-185),27,175,75
209620,Left,Lean (170-185),26,180,72
210007,Right,Normal (170-185),29,182,78
210423,Right,Normal (170-185),26,175,73
210475,Right,Lean (185+),29,187,79
210722,Right,Normal (185+),32,188,82
210964,Right,Normal (185+),29,187,75
210972,Right,Normal (170-185),27,178,76
211005,Right,Normal (170-185),29,183,83
211061,Right,Normal (170-185),30,177,73
211098,Right,Stocky (170-185),27,173,71
211099,Right,Lean (170-185),26,182,76
211269,Right,Normal (170-185),29,178,75
211381,Right,Lean (170-185),27,175,67
211408,Right,Normal (170-185),26,176,73
211567,Right,Normal (170-185),28,181,76
211856,Right,Normal (185+),26,192,85
